application_id,application_month,age,employment_years,annual_income,loan_amount,term_months,interest_rate,debt_to_income,credit_score,n_open_accounts,n_delinq_2yr,home_ownership,purpose,employment_type,region,channel,prior_customer,collections_flag,default
APP003196,2024-05,31,3.8,19200.0,9800.0,36,18.09,0.5771,,1,0,mortgage,auto,self_employed,midwest,broker,False,0,0
APP003197,2024-02,61,9.6,62300.0,51300.0,36,15.71,0.4529,653.0,4,0,own,major_purchase,salaried,south,partner,False,0,0
APP003198,2024-09,44,5.1,15900.0,3500.0,48,14.37,0.4108,693.0,7,1,mortgage,debt_consolidation,contract,midwest,digital,True,0,0
APP003199,2022-11,35,,83400.0,36200.0,36,14.93,0.4876,717.0,5,0,own,home_improvement,self_employed,midwest,digital,False,0,0
APP003200,2024-12,22,4.2,48400.0,24900.0,60,14.49,0.3726,670.0,2,0,mortgage,major_purchase,salaried,south,digital,True,0,0
APP003201,2023-09,50,,61800.0,4600.0,12,14.01,0.2143,658.0,3,0,own,debt_consolidation,self_employed,south,digital,True,1,0
APP003202,2024-01,78,11.1,57700.0,41500.0,36,17.3,0.4322,659.0,15,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP003203,2022-12,41,4.5,13100.0,3100.0,48,13.96,0.2697,,11,0,mortgage,auto,unemployed,northeast,digital,False,0,0
APP003204,2023-11,21,2.9,15900.0,14300.0,12,18.85,1.2002,,5,0,mortgage,debt_consolidation,retired,west,digital,False,0,0
APP003205,2023-02,39,6.2,29500.0,19100.0,60,13.88,0.2731,688.0,3,0,rent,debt_consolidation,salaried,west,branch,True,1,1
APP003206,2024-08,41,5.0,29800.0,16200.0,36,14.57,0.3101,714.0,3,0,rent,auto,salaried,midwest,broker,False,0,0
APP003207,2024-07,36,2.6,31700.0,3900.0,36,14.77,0.1907,578.0,7,0,own,other,salaried,northeast,digital,False,0,0
APP003208,2024-07,45,2.5,44800.0,31500.0,36,16.24,0.4772,583.0,7,0,mortgage,debt_consolidation,self_employed,west,partner,False,0,0
APP003209,2023-11,32,8.4,29700.0,22600.0,48,15.42,0.4765,644.0,8,0,rent,auto,salaried,midwest,digital,False,0,0
APP003210,2023-10,38,1.7,25100.0,1300.0,60,14.45,0.0688,674.0,4,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP003211,2022-10,55,3.7,15300.0,9500.0,36,18.43,0.4908,563.0,7,0,own,auto,retired,northeast,branch,True,0,0
APP003212,2023-09,33,2.1,33400.0,4700.0,24,14.55,0.2822,637.0,2,0,rent,debt_consolidation,salaried,west,digital,True,0,0
APP003213,2023-12,32,,38800.0,12800.0,24,13.25,0.406,664.0,6,0,mortgage,small_business,self_employed,south,digital,False,0,0
APP003214,2022-07,26,4.6,23700.0,13400.0,48,14.55,0.3045,636.0,6,0,mortgage,debt_consolidation,salaried,west,branch,False,0,0
APP003215,2024-12,33,0.9,32000.0,14500.0,48,16.49,0.4658,645.0,5,0,mortgage,auto,salaried,west,branch,False,0,0
APP003216,2024-05,38,,49000.0,23400.0,36,15.04,0.2003,719.0,4,0,own,debt_consolidation,self_employed,northeast,broker,False,0,0
APP003217,2022-03,34,2.8,13500.0,6400.0,36,15.65,0.2561,630.0,2,0,rent,major_purchase,salaried,northeast,digital,False,0,0
APP003218,2024-03,23,1.6,22000.0,13600.0,24,14.98,0.3545,560.0,3,0,own,major_purchase,salaried,midwest,branch,False,0,0
APP003219,2024-08,46,4.2,44600.0,5300.0,48,14.99,0.1703,712.0,3,0,mortgage,debt_consolidation,contract,northeast,digital,False,0,0
APP003220,2024-12,56,,51000.0,17500.0,60,15.17,0.4122,682.0,6,0,own,small_business,self_employed,south,broker,False,0,0
APP003221,2022-11,29,0.9,37100.0,9000.0,48,16.67,0.165,578.0,4,0,mortgage,auto,self_employed,northeast,branch,True,0,0
APP003222,2022-01,31,4.9,61800.0,2700.0,24,15.45,0.4517,635.0,5,0,own,major_purchase,salaried,northeast,branch,False,0,0
APP003223,2023-10,61,5.5,35700.0,25900.0,36,16.52,0.3797,548.0,5,0,rent,debt_consolidation,salaried,west,partner,True,0,0
APP003224,2022-12,82,3.0,29500.0,9500.0,36,14.51,0.436,646.0,10,0,rent,small_business,unemployed,west,digital,False,0,0
APP003225,2022-12,20,1.0,21600.0,2400.0,48,17.11,0.4772,608.0,5,0,mortgage,home_improvement,salaried,midwest,partner,False,0,0
APP003226,2023-08,19,4.0,14600.0,5600.0,48,17.37,0.1271,577.0,6,0,mortgage,debt_consolidation,salaried,midwest,branch,True,0,0
APP003227,2023-11,49,,44000.0,28300.0,48,17.02,0.329,629.0,4,0,own,auto,self_employed,south,digital,False,1,1
APP003228,2023-08,48,,44700.0,5600.0,36,12.69,0.1602,707.0,9,0,mortgage,home_improvement,self_employed,west,digital,True,0,0
APP003229,2024-09,27,2.8,25000.0,10400.0,24,13.79,0.3721,670.0,8,0,own,major_purchase,salaried,south,digital,True,0,0
APP003230,2024-03,38,11.4,27400.0,1800.0,48,15.28,0.1939,611.0,4,0,mortgage,home_improvement,salaried,midwest,digital,True,1,1
APP003231,2024-04,35,2.5,31300.0,10800.0,48,14.26,0.2419,683.0,3,0,mortgage,debt_consolidation,salaried,west,digital,True,0,0
APP003232,2022-03,28,9.4,25700.0,4900.0,36,17.69,0.4261,662.0,3,0,mortgage,small_business,retired,south,broker,False,0,0
APP003233,2024-04,37,3.3,7900.0,2400.0,60,14.89,0.184,711.0,6,0,rent,auto,unemployed,midwest,digital,True,0,0
APP003234,2022-12,39,1.8,33800.0,20200.0,36,14.2,0.2894,674.0,0,0,rent,major_purchase,salaried,south,partner,False,0,0
APP003235,2022-04,46,5.6,32000.0,20200.0,12,16.73,0.8095,,1,0,rent,small_business,salaried,south,branch,False,0,0
APP003236,2022-04,64,12.7,74800.0,31500.0,60,12.52,0.2123,742.0,6,0,mortgage,major_purchase,salaried,west,partner,True,0,0
APP003237,2024-05,49,12.2,118800.0,53700.0,60,14.33,0.2225,770.0,6,1,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP003238,2023-06,40,1.5,14000.0,9800.0,60,14.38,0.3556,648.0,4,0,rent,home_improvement,salaried,northeast,broker,False,1,1
APP003239,2024-08,27,8.2,25700.0,17600.0,48,13.55,0.4808,693.0,4,0,rent,major_purchase,salaried,south,digital,False,0,0
APP003240,2024-07,23,5.4,14800.0,13000.0,24,15.45,0.6163,,3,0,own,auto,salaried,west,digital,True,1,1
APP003241,2022-05,28,6.9,13400.0,3100.0,48,15.9,0.181,618.0,7,0,rent,debt_consolidation,contract,south,digital,False,0,0
APP003242,2022-06,30,0.9,15100.0,13300.0,24,17.08,0.6919,515.0,3,1,mortgage,debt_consolidation,salaried,west,branch,False,0,1
APP003243,2022-09,46,4.9,28900.0,16800.0,24,15.92,0.5983,,8,0,mortgage,debt_consolidation,retired,west,broker,False,0,0
APP003244,2024-08,41,8.1,19700.0,5800.0,36,16.27,0.6139,,3,0,mortgage,home_improvement,contract,south,branch,False,0,0
APP003245,2022-11,37,6.4,10300.0,3100.0,60,17.52,0.3845,590.0,2,0,mortgage,home_improvement,unemployed,south,digital,False,0,0
APP003246,2023-02,36,23.8,55800.0,30900.0,48,12.33,0.1601,700.0,5,0,mortgage,debt_consolidation,salaried,midwest,digital,True,0,0
APP003247,2022-08,31,1.7,32600.0,13200.0,36,16.05,0.609,627.0,6,0,rent,auto,salaried,south,digital,False,0,0
APP003248,2024-10,34,1.3,14500.0,2700.0,24,14.86,0.1942,658.0,5,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP003249,2023-10,47,22.7,88600.0,38400.0,24,13.3,0.4036,704.0,8,0,rent,auto,contract,midwest,digital,True,0,0
APP003250,2023-06,19,1.3,14900.0,8500.0,48,15.88,0.2942,,3,0,mortgage,debt_consolidation,salaried,south,broker,False,0,0
APP003251,2023-09,60,1.9,42400.0,26800.0,24,16.63,0.48,610.0,8,1,rent,debt_consolidation,salaried,west,digital,True,1,1
APP003252,2024-02,46,4.5,29400.0,27900.0,24,16.34,0.5602,609.0,2,1,rent,small_business,salaried,west,branch,False,1,0
APP003253,2024-10,51,2.1,52500.0,23200.0,60,14.17,0.2085,681.0,4,0,rent,major_purchase,salaried,south,digital,False,0,0
APP003254,2024-08,55,2.8,48200.0,24800.0,36,13.34,0.4009,663.0,8,0,mortgage,debt_consolidation,self_employed,northeast,broker,True,0,0
APP003255,2022-05,31,4.4,40200.0,1000.0,36,15.29,0.1311,720.0,9,0,own,auto,contract,west,partner,True,0,0
APP003256,2024-03,33,12.8,19500.0,12800.0,12,15.67,0.9146,594.0,3,0,own,debt_consolidation,salaried,midwest,branch,True,0,0
APP003257,2024-09,39,8.4,21300.0,7300.0,12,15.4,0.6267,655.0,2,0,mortgage,major_purchase,salaried,midwest,digital,True,0,0
APP003258,2024-03,50,12.1,36700.0,3500.0,36,17.22,0.2497,541.0,6,1,rent,home_improvement,salaried,northeast,partner,False,0,0
APP003259,2023-11,49,13.1,63500.0,30700.0,36,14.85,0.3025,668.0,8,0,mortgage,major_purchase,retired,south,broker,True,1,1
APP003260,2022-12,33,1.3,36300.0,11300.0,36,15.41,0.1452,629.0,4,0,own,major_purchase,salaried,south,digital,True,0,0
APP003261,2022-05,51,8.2,61700.0,17100.0,36,15.84,0.1945,616.0,4,0,rent,debt_consolidation,salaried,midwest,branch,False,0,0
APP003262,2024-03,32,1.9,,15400.0,48,15.67,0.3658,606.0,3,0,own,other,salaried,west,digital,False,0,0
APP003263,2023-05,26,1.8,20200.0,18800.0,24,14.0,0.6967,649.0,4,0,mortgage,auto,salaried,west,digital,True,0,0
APP003264,2024-08,36,5.3,35200.0,10600.0,12,15.37,0.482,,8,0,rent,other,self_employed,midwest,digital,False,1,1
APP003265,2023-11,38,7.9,23000.0,3400.0,48,14.98,0.1387,648.0,2,0,mortgage,major_purchase,salaried,south,digital,False,0,0
APP003266,2022-08,41,6.6,26400.0,24400.0,36,16.16,0.5704,577.0,5,0,mortgage,major_purchase,retired,midwest,digital,False,0,0
APP003267,2023-05,35,1.2,16000.0,6400.0,36,14.02,0.2328,611.0,2,0,mortgage,small_business,salaried,south,branch,False,0,0
APP003268,2022-05,45,3.8,40700.0,24800.0,24,16.61,0.5575,616.0,1,0,rent,small_business,contract,midwest,digital,True,0,0
APP003269,2022-07,32,2.0,13800.0,7800.0,48,15.85,0.3066,575.0,2,0,mortgage,other,retired,south,digital,False,0,0
APP003270,2024-05,32,8.6,35900.0,10100.0,24,14.98,0.3916,661.0,3,0,rent,small_business,salaried,northeast,branch,True,0,0
APP003271,2022-05,21,8.0,29700.0,1400.0,36,13.64,0.3211,747.0,5,0,mortgage,major_purchase,salaried,south,broker,True,0,0
APP003272,2023-12,43,8.5,25800.0,5700.0,24,14.42,0.2925,623.0,1,0,rent,other,salaried,west,branch,False,0,0
APP003273,2023-09,38,2.2,39400.0,11000.0,24,15.12,0.5894,608.0,3,0,mortgage,debt_consolidation,salaried,south,partner,False,0,0
APP003274,2024-09,38,,72600.0,36900.0,24,14.16,0.3031,733.0,6,0,mortgage,debt_consolidation,self_employed,south,digital,False,0,0
APP003275,2023-09,34,3.0,35300.0,29900.0,24,15.29,0.5789,580.0,2,0,rent,other,salaried,south,broker,False,0,0
APP003276,2024-03,39,6.1,29900.0,14400.0,36,14.84,0.4378,609.0,5,0,mortgage,medical,salaried,west,broker,False,0,0
APP003277,2023-12,54,4.8,15100.0,14000.0,48,16.31,0.5614,573.0,7,1,rent,major_purchase,retired,south,branch,False,1,1
APP003278,2023-01,48,2.6,45900.0,43400.0,48,14.08,0.4515,709.0,7,0,rent,home_improvement,salaried,south,digital,True,1,0
APP003279,2024-10,30,2.7,37400.0,4100.0,36,13.65,0.1428,751.0,4,0,mortgage,major_purchase,salaried,south,digital,True,0,0
APP003280,2022-09,54,10.2,56300.0,57900.0,36,19.15,0.8941,520.0,9,0,rent,debt_consolidation,salaried,northeast,broker,True,0,0
APP003281,2023-04,36,5.0,18200.0,6000.0,48,14.89,0.147,601.0,3,0,rent,other,salaried,midwest,branch,False,0,0
APP003282,2024-11,36,2.1,6000.0,3500.0,48,15.18,0.4136,586.0,5,0,rent,home_improvement,unemployed,south,digital,True,1,1
APP003283,2024-12,53,11.4,19200.0,8300.0,48,14.98,0.1925,648.0,5,0,mortgage,other,salaried,south,digital,False,0,0
APP003284,2023-10,49,14.7,50700.0,16200.0,24,13.92,0.2969,754.0,5,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP003285,2024-10,46,4.1,47800.0,41300.0,48,14.86,0.4532,,4,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP003286,2024-08,28,3.7,26500.0,25000.0,36,15.9,0.4216,,5,0,mortgage,auto,salaried,northeast,branch,True,0,0
APP003287,2022-06,49,6.4,28300.0,9700.0,48,14.21,0.3099,645.0,8,0,rent,debt_consolidation,unemployed,northeast,digital,False,0,0
APP003288,2023-06,85,19.9,102300.0,72500.0,48,15.66,0.2278,763.0,8,0,mortgage,debt_consolidation,salaried,west,broker,True,0,0
APP003289,2024-07,25,1.1,14300.0,5000.0,12,15.9,0.552,596.0,3,0,own,auto,salaried,northeast,branch,False,0,0
APP003290,2023-08,39,4.8,16600.0,13700.0,12,17.61,1.0549,,2,0,mortgage,auto,salaried,south,branch,False,1,1
APP003291,2024-02,42,,32400.0,20300.0,60,15.26,0.3027,645.0,6,0,own,medical,salaried,south,digital,False,0,0
APP003292,2024-03,47,10.3,70000.0,8400.0,36,12.69,0.0889,749.0,8,0,rent,other,self_employed,midwest,branch,False,1,0
APP003293,2022-05,85,9.7,55400.0,50200.0,24,17.8,0.7763,585.0,12,0,mortgage,home_improvement,self_employed,northeast,partner,False,0,0
APP003294,2023-01,24,6.9,15600.0,11100.0,48,14.38,0.4003,628.0,4,0,mortgage,debt_consolidation,salaried,south,branch,True,0,0
APP003295,2022-11,32,2.7,39000.0,13400.0,60,15.0,0.1325,686.0,4,0,own,major_purchase,contract,midwest,branch,False,0,0
APP003296,2023-05,34,2.6,22500.0,9000.0,24,13.96,0.305,651.0,4,0,rent,debt_consolidation,salaried,south,partner,True,0,0
APP003297,2024-02,35,7.7,36200.0,3300.0,60,14.89,0.2041,,5,0,mortgage,auto,salaried,midwest,digital,False,0,0
APP003298,2023-04,41,,24600.0,10700.0,60,16.71,0.2879,550.0,8,0,own,debt_consolidation,retired,midwest,partner,False,0,0
APP003299,2022-12,50,6.3,34900.0,19600.0,36,13.89,0.2733,677.0,5,0,rent,debt_consolidation,salaried,west,broker,False,0,0
APP003300,2022-08,67,20.1,76400.0,22800.0,60,15.76,0.3353,657.0,4,0,mortgage,auto,salaried,west,branch,False,0,0
APP003301,2024-12,78,45.0,86200.0,34700.0,12,14.74,0.5711,617.0,7,0,rent,other,retired,midwest,partner,False,0,0
APP003302,2024-03,27,5.3,27200.0,5100.0,24,13.54,0.3214,648.0,5,0,rent,debt_consolidation,salaried,south,branch,False,0,0
APP003303,2024-04,45,2.5,22900.0,12300.0,36,15.38,0.3154,625.0,2,0,rent,auto,salaried,midwest,branch,False,0,0
APP003304,2023-09,44,6.4,44800.0,8000.0,12,15.03,0.2874,653.0,7,0,rent,home_improvement,self_employed,midwest,broker,False,0,0
APP003305,2022-01,26,1.2,20000.0,25400.0,60,15.97,0.3107,623.0,4,0,mortgage,medical,salaried,west,branch,False,0,0
APP003306,2022-12,36,4.6,31500.0,10800.0,36,15.06,0.2625,621.0,3,2,rent,auto,salaried,northeast,branch,True,0,0
APP003307,2023-01,47,6.2,24100.0,6400.0,36,14.92,0.1525,641.0,4,0,mortgage,home_improvement,retired,west,branch,True,1,0
APP003308,2022-09,45,4.5,45400.0,9100.0,36,13.57,0.1917,694.0,4,0,own,medical,salaried,south,broker,False,0,0
APP003309,2024-05,30,2.7,49100.0,24500.0,36,13.61,0.2802,699.0,4,0,rent,debt_consolidation,salaried,west,digital,True,0,0
APP003310,2024-08,27,0.6,45600.0,37400.0,60,15.39,0.3224,,2,0,rent,home_improvement,salaried,south,digital,False,0,0
APP003311,2024-06,27,0.4,16100.0,7800.0,24,15.22,0.4357,680.0,1,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP003312,2023-12,35,3.6,42500.0,32800.0,60,16.32,0.4467,680.0,9,0,rent,medical,retired,midwest,broker,False,0,0
APP003313,2023-10,46,8.8,26500.0,29800.0,36,15.49,0.4685,652.0,7,0,rent,auto,salaried,midwest,digital,False,0,0
APP003314,2023-12,47,,48000.0,65700.0,48,14.41,0.4145,718.0,6,0,mortgage,debt_consolidation,self_employed,west,digital,True,0,0
APP003315,2022-07,36,2.7,20900.0,18200.0,36,16.33,0.3914,617.0,2,0,own,auto,contract,south,digital,False,0,0
APP003316,2022-04,49,,55600.0,18000.0,36,16.11,0.3811,637.0,2,0,rent,small_business,self_employed,west,broker,False,0,0
APP003317,2024-11,29,0.3,27400.0,13300.0,48,14.69,0.2676,,3,0,mortgage,small_business,salaried,west,digital,False,0,0
APP003318,2022-09,45,3.3,25500.0,7300.0,24,15.22,0.2687,668.0,3,0,rent,home_improvement,salaried,south,broker,False,0,0
APP003319,2024-06,28,2.1,10700.0,4700.0,24,18.2,0.5193,549.0,2,0,rent,major_purchase,salaried,midwest,branch,False,1,1
APP003320,2024-06,39,2.7,15600.0,4300.0,24,16.41,0.3483,590.0,6,0,own,major_purchase,retired,northeast,partner,False,0,0
APP003321,2024-11,55,14.3,24400.0,12900.0,36,16.47,0.2968,610.0,7,0,mortgage,other,salaried,south,digital,True,0,0
APP003322,2023-04,43,2.4,33000.0,16600.0,60,14.55,0.1941,681.0,3,0,mortgage,medical,salaried,west,branch,True,0,0
APP003323,2023-11,31,4.7,25800.0,15700.0,36,13.78,0.2477,720.0,3,0,rent,other,salaried,south,digital,False,0,0
APP003324,2024-04,27,,26600.0,2100.0,36,16.53,0.2,602.0,2,0,own,auto,self_employed,midwest,branch,False,0,0
APP003325,2024-02,25,2.6,23100.0,4500.0,36,14.73,0.1894,605.0,8,1,mortgage,debt_consolidation,salaried,south,partner,False,0,0
APP003326,2023-03,61,5.0,18100.0,11800.0,12,17.51,0.9475,611.0,8,0,mortgage,auto,salaried,midwest,digital,False,0,0
APP003327,2024-04,25,4.8,17500.0,5100.0,48,15.04,0.3213,649.0,3,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP003328,2023-05,51,,40000.0,4000.0,48,14.98,0.2787,656.0,5,0,rent,debt_consolidation,self_employed,west,broker,False,0,0
APP003329,2022-07,55,12.5,136600.0,23900.0,36,14.07,0.3471,728.0,9,0,rent,auto,salaried,west,broker,True,0,0
APP003330,2023-06,32,5.5,29700.0,15900.0,24,16.3,0.4668,659.0,7,0,rent,debt_consolidation,self_employed,south,branch,False,0,0
APP003331,2023-07,39,8.0,30600.0,3500.0,36,15.04,0.1894,630.0,8,0,rent,auto,self_employed,northeast,branch,False,0,0
APP003332,2024-10,29,,30200.0,8800.0,36,15.49,0.3792,662.0,3,0,rent,auto,self_employed,south,broker,False,0,0
APP003333,2024-06,27,2.6,22900.0,6600.0,24,15.12,0.3684,615.0,4,0,rent,debt_consolidation,salaried,midwest,digital,False,0,0
APP003334,2024-11,25,4.0,21300.0,4600.0,12,15.63,0.7559,570.0,4,0,own,small_business,contract,midwest,digital,False,1,1
APP003335,2022-10,32,6.4,27500.0,23000.0,60,14.96,0.2644,637.0,3,0,rent,debt_consolidation,salaried,west,digital,False,0,0
APP003336,2022-10,45,17.2,35900.0,8900.0,36,14.25,0.2405,707.0,6,0,own,other,salaried,south,branch,False,0,0
APP003337,2024-07,32,4.2,25900.0,21900.0,12,19.17,1.2276,503.0,5,0,rent,home_improvement,salaried,south,digital,False,1,1
APP003338,2023-05,62,7.8,50300.0,10100.0,48,16.48,0.2019,,10,0,mortgage,home_improvement,salaried,south,branch,False,0,0
APP003339,2024-01,41,11.1,27900.0,26900.0,36,14.85,0.6352,664.0,3,0,rent,debt_consolidation,salaried,south,branch,True,0,0
APP003340,2024-03,31,1.2,33000.0,10500.0,36,12.9,0.1367,,2,0,mortgage,small_business,salaried,south,digital,False,0,0
APP003341,2023-04,47,8.6,29200.0,6900.0,24,14.25,0.3138,678.0,4,0,mortgage,major_purchase,contract,south,branch,True,0,0
APP003342,2023-03,35,1.3,30000.0,12700.0,36,14.75,0.4201,612.0,3,2,rent,auto,salaried,midwest,branch,False,0,0
APP003343,2024-01,36,,,16300.0,36,16.73,0.4284,699.0,5,0,mortgage,major_purchase,self_employed,south,partner,True,0,0
APP003344,2023-11,36,5.0,45600.0,45700.0,24,18.87,0.8127,523.0,8,1,rent,auto,salaried,midwest,branch,False,0,1
APP003345,2024-12,42,3.6,49200.0,11000.0,24,15.57,0.133,706.0,1,0,own,major_purchase,contract,northeast,digital,False,0,0
APP003346,2024-12,28,7.7,22200.0,8200.0,48,14.29,0.4288,701.0,4,0,rent,medical,salaried,south,broker,True,0,0
APP003347,2022-05,34,4.8,75100.0,21300.0,36,15.52,0.1835,652.0,1,0,rent,debt_consolidation,salaried,west,partner,False,0,0
APP003348,2024-07,56,5.4,57700.0,26000.0,36,14.71,0.2492,627.0,6,0,mortgage,home_improvement,self_employed,west,digital,True,0,0
APP003349,2023-12,26,2.3,38800.0,27900.0,24,15.93,0.7053,631.0,2,0,rent,debt_consolidation,salaried,midwest,partner,False,1,1
APP003350,2024-09,32,4.7,29800.0,21200.0,48,16.11,0.466,571.0,1,1,rent,other,salaried,south,digital,False,0,0
APP003351,2023-12,41,3.4,15000.0,5500.0,48,16.65,0.3238,630.0,5,0,mortgage,other,contract,south,digital,False,0,0
APP003352,2024-01,43,4.9,26600.0,5200.0,24,14.25,0.1825,663.0,7,0,rent,home_improvement,salaried,west,branch,False,0,0
APP003353,2023-06,30,1.4,12300.0,1400.0,24,14.51,0.1374,669.0,2,0,mortgage,home_improvement,salaried,northeast,partner,False,0,0
APP003354,2023-09,35,4.6,39600.0,14700.0,48,14.97,0.2134,699.0,5,0,mortgage,debt_consolidation,retired,south,partner,True,0,0
APP003355,2022-08,26,2.6,25800.0,20200.0,36,15.64,0.6114,618.0,3,0,own,home_improvement,salaried,midwest,partner,False,0,1
APP003356,2022-07,19,0.4,23100.0,27100.0,24,16.69,0.8003,548.0,3,0,rent,auto,salaried,west,partner,False,1,1
APP003357,2024-09,22,,18000.0,1900.0,24,14.73,0.3704,622.0,6,0,rent,major_purchase,self_employed,midwest,digital,False,0,0
APP003358,2024-09,48,9.9,38400.0,4600.0,48,12.96,0.0789,723.0,7,0,mortgage,major_purchase,salaried,northeast,digital,False,0,0
APP003359,2023-06,85,12.0,44500.0,7700.0,48,14.99,0.1713,689.0,9,0,rent,debt_consolidation,salaried,south,partner,False,0,0
APP003360,2022-08,30,2.6,18700.0,7500.0,60,17.44,0.3958,548.0,6,0,rent,auto,self_employed,midwest,digital,False,1,1
APP003361,2024-02,25,,56400.0,29900.0,24,15.29,0.4184,663.0,3,0,mortgage,debt_consolidation,self_employed,west,partner,False,0,0
APP003362,2024-04,38,0.9,12300.0,3500.0,36,14.48,0.4032,689.0,3,0,mortgage,major_purchase,retired,west,digital,False,0,0
APP003363,2022-11,24,6.4,17800.0,6800.0,36,14.52,0.3234,654.0,5,0,mortgage,medical,contract,midwest,broker,True,1,0
APP003364,2024-11,29,0.6,19700.0,8400.0,36,14.86,0.2253,,3,0,rent,debt_consolidation,retired,south,digital,False,0,0
APP003365,2023-03,55,9.5,31500.0,2700.0,24,14.6,0.2205,643.0,3,0,mortgage,medical,self_employed,south,branch,False,0,0
APP003366,2024-06,38,,21800.0,16600.0,48,15.46,0.4681,666.0,4,0,mortgage,other,self_employed,west,digital,False,1,1
APP003367,2023-12,53,3.4,27800.0,11200.0,24,13.92,0.3069,664.0,4,0,rent,home_improvement,salaried,midwest,partner,False,0,0
APP003368,2024-10,22,5.1,17700.0,2000.0,36,16.7,0.3494,659.0,1,0,mortgage,medical,salaried,south,digital,False,0,0
APP003369,2023-07,36,0.7,22100.0,3800.0,36,14.57,0.2999,661.0,7,0,own,major_purchase,contract,midwest,branch,True,0,0
APP003370,2023-05,25,2.5,28500.0,7800.0,60,15.63,0.1524,646.0,5,0,rent,major_purchase,salaried,west,digital,False,0,0
APP003371,2024-10,46,14.8,54400.0,21900.0,12,15.29,0.7849,679.0,4,0,rent,home_improvement,contract,northeast,digital,False,0,0
APP003372,2024-03,46,4.2,41800.0,16700.0,24,15.85,0.3531,617.0,8,0,rent,major_purchase,salaried,south,branch,False,0,0
APP003373,2023-11,34,3.2,9800.0,3700.0,24,18.33,0.5438,622.0,2,1,mortgage,debt_consolidation,contract,south,partner,True,0,0
APP003374,2024-02,60,11.2,30000.0,9800.0,24,13.32,0.4947,692.0,3,0,own,small_business,salaried,west,broker,False,0,0
APP003375,2023-10,41,4.1,25300.0,8100.0,36,14.89,0.4508,599.0,7,0,mortgage,home_improvement,retired,midwest,digital,False,0,0
APP003376,2022-10,31,0.6,25300.0,17800.0,24,15.62,0.5972,,3,0,rent,major_purchase,contract,south,digital,False,1,1
APP003377,2024-08,28,4.7,31200.0,26900.0,12,18.34,1.1202,,3,0,rent,debt_consolidation,salaried,west,digital,False,1,1
APP003378,2024-01,26,,32900.0,5700.0,48,15.92,0.2025,642.0,2,1,own,major_purchase,self_employed,west,broker,False,0,0
APP003379,2023-01,28,0.5,20700.0,10500.0,24,15.59,0.3516,683.0,5,0,rent,home_improvement,salaried,northeast,branch,False,1,1
APP003380,2022-11,37,2.6,36600.0,8400.0,60,13.83,0.502,758.0,8,0,mortgage,debt_consolidation,self_employed,south,branch,False,0,0
APP003381,2023-10,20,1.7,8500.0,1600.0,48,13.67,0.2215,723.0,4,0,rent,major_purchase,salaried,west,digital,True,0,0
APP003382,2024-02,37,,11500.0,3700.0,24,16.01,0.2026,,4,1,rent,debt_consolidation,retired,midwest,broker,False,1,1
APP003383,2024-06,34,4.2,18300.0,12600.0,36,15.85,0.3931,642.0,4,0,rent,auto,contract,south,digital,False,0,0
APP003384,2023-12,45,,59400.0,24100.0,48,13.18,0.2638,724.0,3,1,rent,other,self_employed,south,digital,False,0,0
APP003385,2024-05,55,,35200.0,5800.0,36,15.79,0.1226,627.0,6,0,mortgage,debt_consolidation,self_employed,midwest,branch,False,0,0
APP003386,2022-09,43,,36400.0,9300.0,24,15.47,0.1863,658.0,5,0,own,major_purchase,self_employed,midwest,branch,False,0,0
APP003387,2024-11,25,2.3,45400.0,23900.0,36,15.75,0.2409,611.0,4,0,own,debt_consolidation,salaried,northeast,digital,False,1,0
APP003388,2024-08,43,1.5,30000.0,9200.0,36,12.87,0.2448,705.0,2,0,rent,debt_consolidation,salaried,midwest,digital,True,0,0
APP003389,2024-12,35,3.5,46700.0,16400.0,36,14.36,0.2352,684.0,7,0,rent,small_business,salaried,midwest,partner,True,0,0
APP003390,2024-01,50,2.6,54800.0,32300.0,12,18.25,0.9661,556.0,6,0,own,debt_consolidation,salaried,south,digital,True,0,0
APP003391,2022-08,32,6.8,33500.0,36400.0,36,16.49,0.6372,610.0,1,0,mortgage,debt_consolidation,salaried,west,partner,True,0,0
APP003392,2023-05,37,7.2,10700.0,6900.0,12,15.22,0.7192,591.0,6,0,mortgage,home_improvement,retired,west,digital,False,0,0
APP003393,2022-09,43,3.0,19500.0,16900.0,12,18.5,1.1138,500.0,3,0,mortgage,medical,unemployed,midwest,broker,False,0,1
APP003394,2024-08,28,6.4,13900.0,1900.0,48,17.86,0.5388,572.0,3,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP003395,2024-03,34,12.0,38000.0,23500.0,12,18.84,1.007,,2,0,mortgage,debt_consolidation,retired,midwest,broker,False,1,1
