customer_id,tenure_months,contract,internet_service,payment_method,paperless_billing,n_services,monthly_charges,total_charges,support_tickets_90d,churn
CUS001768,2,month_to_month,none,bank_transfer,True,4,44.94,88.25,0,0
CUS001769,62,month_to_month,dsl,electronic_check,True,1,42.3,2570.85,4,1
CUS001770,1,month_to_month,fiber,mailed_check,False,4,65.38,,1,1
CUS001771,56,month_to_month,dsl,mailed_check,True,2,38.64,2153.12,1,1
CUS001772,30,month_to_month,none,credit_card,True,1,18.38,553.36,0,0
CUS001773,22,one_year,none,bank_transfer,True,1,26.94,604.65,0,1
CUS001774,9,month_to_month,none,bank_transfer,True,3,37.53,352.79,1,1
CUS001775,71,one_year,fiber,bank_transfer,False,0,36.23,2438.31,0,0
CUS001776,23,one_year,none,mailed_check,True,2,34.32,738.71,0,1
CUS001777,45,two_year,fiber,electronic_check,True,1,44.3,1998.08,1,0
CUS001778,69,one_year,fiber,credit_card,True,5,73.96,4830.85,0,0
CUS001779,55,one_year,dsl,bank_transfer,True,5,59.31,3419.22,1,0
CUS001780,19,one_year,dsl,bank_transfer,False,1,29.43,543.61,0,0
CUS001781,17,two_year,fiber,bank_transfer,True,1,47.17,748.03,2,0
CUS001782,33,two_year,dsl,bank_transfer,False,4,57.66,1992.51,0,0
CUS001783,50,month_to_month,dsl,electronic_check,False,4,54.62,2629.02,0,0
CUS001784,35,month_to_month,dsl,credit_card,True,2,46.99,1572.92,0,1
CUS001785,66,month_to_month,fiber,bank_transfer,True,5,72.62,4926.71,1,0
CUS001786,27,two_year,dsl,electronic_check,True,1,32.0,803.64,0,0
CUS001787,18,two_year,none,credit_card,False,2,27.37,485.47,1,0
CUS001788,27,two_year,dsl,bank_transfer,False,4,51.02,1291.66,1,0
CUS001789,30,one_year,fiber,credit_card,False,4,73.09,2172.39,0,0
CUS001790,32,one_year,fiber,credit_card,True,5,67.45,2017.41,2,0
CUS001791,33,month_to_month,none,electronic_check,True,6,54.54,1719.1,1,1
CUS001792,25,two_year,none,electronic_check,False,6,56.75,1476.41,0,0
CUS001793,50,month_to_month,fiber,mailed_check,True,0,43.41,2181.64,1,0
CUS001794,36,one_year,fiber,bank_transfer,True,0,39.74,1367.99,1,0
CUS001795,55,one_year,fiber,electronic_check,False,1,58.2,3316.71,0,0
CUS001796,23,month_to_month,dsl,bank_transfer,True,6,69.04,1575.13,0,0
CUS001797,54,one_year,none,mailed_check,True,3,37.94,1910.74,3,0
CUS001798,6,two_year,dsl,bank_transfer,True,1,39.37,226.65,0,0
CUS001799,9,two_year,dsl,mailed_check,True,6,66.84,606.11,1,0
CUS001800,9,two_year,dsl,credit_card,False,4,48.65,457.07,1,0
CUS001801,28,two_year,fiber,mailed_check,True,4,67.43,1926.81,1,0
CUS001802,69,one_year,fiber,bank_transfer,True,4,64.55,4222.61,1,0
CUS001803,23,month_to_month,dsl,bank_transfer,True,6,64.18,1528.78,2,0
CUS001804,72,one_year,fiber,mailed_check,False,2,66.68,4488.75,1,0
CUS001805,45,month_to_month,none,mailed_check,False,4,37.71,1732.02,0,0
CUS001806,9,one_year,none,mailed_check,False,1,17.35,150.88,0,0
CUS001807,3,two_year,none,credit_card,True,6,58.14,164.96,1,0
CUS001808,70,month_to_month,fiber,credit_card,True,2,56.67,4139.38,1,0
CUS001809,63,one_year,dsl,electronic_check,True,6,62.26,3800.01,0,0
CUS001810,1,one_year,none,electronic_check,False,2,30.54,,1,0
CUS001811,41,month_to_month,dsl,bank_transfer,True,0,29.34,1211.94,2,0
CUS001812,5,two_year,fiber,mailed_check,True,3,57.49,274.87,0,0
CUS001813,5,one_year,dsl,electronic_check,True,2,42.3,218.27,1,0
CUS001814,14,one_year,none,bank_transfer,True,6,54.41,768.44,1,0
CUS001815,5,month_to_month,fiber,electronic_check,False,1,43.58,212.11,2,1
CUS001816,41,month_to_month,dsl,electronic_check,False,4,49.66,2029.43,2,1
CUS001817,7,two_year,dsl,electronic_check,True,4,53.81,375.11,1,0
CUS001818,31,two_year,dsl,electronic_check,True,1,43.66,1314.95,1,0
CUS001819,35,two_year,fiber,credit_card,False,3,59.6,1943.95,1,0
CUS001820,4,one_year,dsl,electronic_check,False,5,59.98,238.76,1,0
CUS001821,10,month_to_month,none,electronic_check,True,1,32.03,313.96,1,0
CUS001822,46,two_year,none,credit_card,True,4,43.73,2085.73,1,0
CUS001823,54,one_year,fiber,bank_transfer,True,3,60.31,3065.56,1,0
CUS001824,59,month_to_month,dsl,bank_transfer,True,2,44.5,2483.12,1,0
CUS001825,36,two_year,dsl,credit_card,True,6,58.25,2129.72,0,0
CUS001826,61,one_year,none,electronic_check,False,6,47.14,2925.86,1,0
CUS001827,19,one_year,none,electronic_check,True,0,28.05,507.34,4,1
CUS001828,36,month_to_month,fiber,mailed_check,False,6,76.81,2769.24,0,1
CUS001829,43,month_to_month,fiber,electronic_check,False,4,66.6,2813.15,1,0
CUS001830,10,month_to_month,fiber,mailed_check,True,5,74.67,780.37,1,0
CUS001831,11,one_year,dsl,electronic_check,True,6,59.22,608.2,0,0
CUS001832,31,one_year,dsl,electronic_check,True,2,53.38,1579.49,2,1
CUS001833,63,month_to_month,dsl,electronic_check,False,6,62.8,3849.13,1,0
CUS001834,42,month_to_month,fiber,credit_card,False,3,65.04,2845.8,1,0
CUS001835,67,one_year,fiber,electronic_check,False,5,76.28,4904.71,0,0
CUS001836,56,month_to_month,fiber,electronic_check,True,6,71.0,3699.12,0,0
CUS001837,69,two_year,none,credit_card,True,3,35.16,2323.15,0,0
CUS001838,64,two_year,none,bank_transfer,False,1,24.89,1604.55,1,0
CUS001839,65,month_to_month,fiber,bank_transfer,True,4,67.16,4082.36,0,0
CUS001840,30,two_year,fiber,bank_transfer,False,2,54.58,1607.7,0,0
CUS001841,28,two_year,fiber,electronic_check,False,6,73.95,2125.36,0,1
CUS001842,53,month_to_month,fiber,electronic_check,False,2,63.31,3384.35,0,1
CUS001843,9,one_year,none,mailed_check,False,1,20.52,184.49,1,0
CUS001844,7,one_year,fiber,credit_card,False,2,49.73,342.95,2,0
CUS001845,13,month_to_month,fiber,bank_transfer,False,6,72.52,893.41,0,1
CUS001846,1,month_to_month,fiber,bank_transfer,True,0,37.25,,0,1
CUS001847,3,month_to_month,none,bank_transfer,False,5,56.7,159.38,5,1
CUS001848,52,month_to_month,dsl,electronic_check,False,5,58.35,3170.31,2,0
CUS001849,44,two_year,none,credit_card,False,6,47.57,2009.34,1,0
CUS001850,43,month_to_month,dsl,mailed_check,True,4,54.3,2320.96,0,0
CUS001851,64,one_year,none,credit_card,True,0,22.18,1431.99,0,0
CUS001852,24,one_year,none,electronic_check,True,3,34.71,814.78,0,0
CUS001853,37,month_to_month,fiber,bank_transfer,False,4,74.95,2737.66,1,0
CUS001854,54,one_year,fiber,electronic_check,True,2,47.72,2402.59,0,0
CUS001855,58,month_to_month,fiber,electronic_check,False,5,69.28,3953.61,0,0
CUS001856,57,one_year,dsl,electronic_check,True,6,60.12,3410.42,0,0
CUS001857,20,month_to_month,fiber,electronic_check,True,4,64.75,1224.67,0,1
CUS001858,51,month_to_month,none,mailed_check,False,2,27.13,1400.12,2,0
CUS001859,2,one_year,dsl,electronic_check,True,5,47.39,99.4,1,0
CUS001860,49,month_to_month,none,credit_card,True,4,40.04,2015.37,0,0
CUS001861,61,one_year,fiber,mailed_check,True,6,75.44,4494.87,0,0
CUS001862,2,one_year,fiber,electronic_check,True,6,82.43,165.17,0,0
CUS001863,65,two_year,fiber,mailed_check,True,3,57.73,3555.36,1,1
CUS001864,5,two_year,fiber,mailed_check,False,1,60.67,317.51,0,0
CUS001865,13,month_to_month,none,bank_transfer,True,4,39.9,489.02,0,0
CUS001866,52,month_to_month,fiber,electronic_check,True,2,60.93,3150.15,1,0
CUS001867,67,month_to_month,fiber,credit_card,False,6,73.89,5168.62,1,0
CUS001868,48,month_to_month,fiber,credit_card,False,6,74.6,3478.09,1,0
CUS001869,21,one_year,none,mailed_check,True,4,46.58,922.24,1,0
CUS001870,28,one_year,dsl,credit_card,True,0,39.87,1090.22,1,0
CUS001871,34,month_to_month,fiber,credit_card,False,5,70.97,2341.25,2,0
CUS001872,28,month_to_month,fiber,credit_card,False,6,71.14,1986.49,0,0
CUS001873,44,two_year,fiber,bank_transfer,False,6,76.55,3164.76,1,0
CUS001874,19,one_year,fiber,credit_card,False,0,51.32,995.23,0,0
CUS001875,18,month_to_month,none,electronic_check,True,2,27.16,510.92,2,0
CUS001876,31,two_year,dsl,electronic_check,True,3,52.5,1648.85,0,0
CUS001877,56,month_to_month,dsl,credit_card,True,2,43.92,2542.14,1,0
CUS001878,26,one_year,dsl,electronic_check,False,5,56.54,1500.29,2,0
CUS001879,46,one_year,dsl,electronic_check,True,5,60.07,2593.81,4,0
CUS001880,59,month_to_month,fiber,bank_transfer,True,2,59.09,3428.04,1,0
CUS001881,64,month_to_month,dsl,bank_transfer,True,6,57.84,3572.92,0,0
CUS001882,47,month_to_month,dsl,bank_transfer,False,0,36.23,1685.16,0,0
CUS001883,65,one_year,none,electronic_check,True,0,19.01,1221.39,0,0
CUS001884,52,month_to_month,none,mailed_check,False,6,47.38,2577.62,0,0
CUS001885,39,month_to_month,fiber,electronic_check,True,5,71.32,2828.56,2,0
CUS001886,56,month_to_month,dsl,credit_card,True,6,67.96,3645.93,1,0
CUS001887,41,month_to_month,fiber,mailed_check,True,2,60.45,2558.59,1,0
CUS001888,29,one_year,fiber,electronic_check,True,1,48.93,1457.86,1,0
CUS001889,9,one_year,fiber,credit_card,False,6,84.13,705.58,0,0
CUS001890,42,one_year,fiber,mailed_check,True,3,57.27,2272.58,1,0
CUS001891,19,month_to_month,dsl,mailed_check,True,1,39.99,714.03,0,1
CUS001892,24,one_year,fiber,credit_card,True,5,67.96,1557.23,0,0
CUS001893,36,one_year,fiber,bank_transfer,False,4,64.69,2307.23,0,1
CUS001894,9,month_to_month,dsl,mailed_check,False,5,61.56,553.06,1,0
CUS001895,48,month_to_month,dsl,electronic_check,False,6,62.71,3027.68,0,0
CUS001896,24,one_year,dsl,electronic_check,True,1,42.61,1021.11,0,0
CUS001897,6,one_year,fiber,bank_transfer,True,1,45.6,265.12,0,0
CUS001898,58,month_to_month,fiber,credit_card,False,4,63.84,3618.74,1,0
CUS001899,29,two_year,dsl,credit_card,False,2,48.65,1469.78,0,0
CUS001900,24,month_to_month,dsl,credit_card,True,0,41.44,1028.89,2,0
CUS001901,18,one_year,dsl,mailed_check,True,0,30.21,557.16,0,0
CUS001902,35,month_to_month,dsl,electronic_check,True,6,69.7,2425.36,0,0
CUS001903,19,month_to_month,fiber,bank_transfer,True,2,55.16,1098.36,0,0
CUS001904,6,two_year,none,electronic_check,True,4,45.95,272.9,0,0
CUS001905,5,month_to_month,none,electronic_check,False,5,41.1,202.43,0,0
CUS001906,39,two_year,dsl,mailed_check,True,5,54.22,2063.79,0,0
CUS001907,57,one_year,dsl,electronic_check,True,5,68.46,3772.53,0,0
CUS001908,48,two_year,none,mailed_check,True,1,21.8,1034.07,1,0
CUS001909,40,one_year,none,electronic_check,False,6,54.82,2299.48,0,0
CUS001910,27,month_to_month,fiber,credit_card,True,2,61.42,1616.75,0,0
CUS001911,52,month_to_month,dsl,bank_transfer,False,2,45.62,2310.35,0,0
CUS001912,22,month_to_month,fiber,mailed_check,True,6,81.05,1711.24,1,0
CUS001913,38,two_year,none,credit_card,True,4,51.73,1847.29,2,0
CUS001914,26,two_year,dsl,bank_transfer,False,2,41.39,1085.78,0,0
CUS001915,11,month_to_month,dsl,electronic_check,True,0,38.41,412.24,2,1
CUS001916,20,month_to_month,none,mailed_check,False,0,19.81,388.58,0,0
CUS001917,32,month_to_month,dsl,bank_transfer,False,0,34.92,1115.78,1,0
CUS001918,24,one_year,fiber,electronic_check,True,5,79.83,1954.29,0,0
CUS001919,54,month_to_month,fiber,electronic_check,True,6,78.78,4182.66,0,0
CUS001920,50,month_to_month,dsl,credit_card,True,6,63.52,2997.08,0,0
CUS001921,56,one_year,fiber,electronic_check,True,5,73.57,4164.78,1,0
CUS001922,64,month_to_month,fiber,electronic_check,True,5,71.16,4695.2,2,0
CUS001923,27,month_to_month,dsl,mailed_check,False,6,67.47,1896.52,0,1
CUS001924,15,month_to_month,dsl,electronic_check,False,1,29.05,455.01,1,1
CUS001925,35,month_to_month,fiber,mailed_check,True,3,59.36,2093.79,0,0
CUS001926,14,month_to_month,dsl,credit_card,False,6,69.61,962.82,0,1
CUS001927,42,month_to_month,dsl,credit_card,True,5,53.68,2346.36,0,0
CUS001928,33,two_year,fiber,credit_card,True,5,72.09,2401.67,0,0
CUS001929,17,one_year,fiber,bank_transfer,True,0,47.74,777.11,0,0
CUS001930,60,month_to_month,dsl,electronic_check,False,3,44.72,2803.81,2,0
CUS001931,28,month_to_month,fiber,credit_card,True,6,77.29,2060.94,0,0
CUS001932,30,month_to_month,fiber,credit_card,True,4,69.48,1980.73,0,0
CUS001933,31,two_year,none,mailed_check,True,4,41.19,1236.65,1,0
CUS001934,10,month_to_month,fiber,electronic_check,False,6,78.58,732.87,1,1
CUS001935,62,one_year,dsl,electronic_check,True,2,45.13,2904.14,0,0
CUS001936,49,month_to_month,fiber,credit_card,True,3,62.98,2878.88,2,0
CUS001937,15,month_to_month,fiber,credit_card,True,2,50.31,720.13,2,1
CUS001938,26,two_year,none,electronic_check,False,5,44.53,1119.88,4,0
CUS001939,18,two_year,dsl,electronic_check,True,5,60.45,1058.85,2,0
CUS001940,30,two_year,fiber,mailed_check,True,0,43.54,1327.1,1,0
CUS001941,33,one_year,fiber,electronic_check,False,5,81.99,2674.89,0,0
CUS001942,65,one_year,dsl,mailed_check,True,0,29.79,1995.42,0,0
CUS001943,21,one_year,dsl,credit_card,True,5,60.92,1231.57,1,1
CUS001944,44,two_year,fiber,electronic_check,True,2,60.95,2642.46,2,0
CUS001945,22,one_year,dsl,bank_transfer,False,0,34.01,749.15,0,0
CUS001946,64,month_to_month,fiber,credit_card,True,3,62.34,4143.29,1,0
CUS001947,34,month_to_month,dsl,electronic_check,True,4,48.27,1575.85,0,0
CUS001948,12,month_to_month,fiber,bank_transfer,False,2,59.15,666.53,0,0
CUS001949,65,month_to_month,none,bank_transfer,True,0,19.41,1208.41,0,0
CUS001950,26,month_to_month,fiber,credit_card,False,3,59.9,1526.27,0,0
CUS001951,7,one_year,fiber,electronic_check,True,6,72.36,516.53,2,1
CUS001952,46,month_to_month,fiber,mailed_check,True,1,52.76,2460.32,0,0
CUS001953,46,one_year,fiber,mailed_check,False,1,40.13,1762.13,2,0
CUS001954,1,two_year,dsl,credit_card,False,5,63.51,,1,0
CUS001955,6,month_to_month,dsl,mailed_check,True,0,34.77,215.74,0,1
CUS001956,6,month_to_month,fiber,bank_transfer,True,3,56.8,325.33,0,0
CUS001957,27,month_to_month,fiber,electronic_check,True,6,75.61,1993.8,0,0
CUS001958,53,month_to_month,none,bank_transfer,True,2,38.91,2100.25,1,0
CUS001959,65,one_year,fiber,bank_transfer,False,2,55.51,3505.57,0,0
CUS001960,22,month_to_month,dsl,credit_card,True,3,49.94,1091.2,1,0
CUS001961,44,one_year,fiber,mailed_check,False,5,63.18,2696.41,0,0
CUS001962,71,month_to_month,fiber,mailed_check,True,3,52.6,3638.93,0,0
CUS001963,13,month_to_month,fiber,electronic_check,True,1,57.45,725.45,0,1
CUS001964,7,two_year,fiber,mailed_check,True,6,76.66,539.85,1,0
CUS001965,11,one_year,fiber,electronic_check,False,2,58.36,621.68,0,1
CUS001966,30,two_year,none,mailed_check,False,4,37.1,1061.38,1,0
CUS001967,29,month_to_month,fiber,bank_transfer,True,0,37.89,1102.56,0,1
CUS001968,12,one_year,dsl,electronic_check,False,1,42.12,473.23,1,0
CUS001969,69,month_to_month,none,credit_card,False,2,34.03,2245.15,0,0
CUS001970,27,month_to_month,fiber,credit_card,True,5,70.77,1986.84,0,0
CUS001971,15,month_to_month,dsl,electronic_check,True,2,36.79,566.11,0,1
CUS001972,21,month_to_month,fiber,mailed_check,True,6,80.09,1684.62,1,1
CUS001973,24,month_to_month,fiber,bank_transfer,False,2,51.57,1245.89,0,0
CUS001974,24,month_to_month,fiber,bank_transfer,True,3,60.23,1380.03,1,0
CUS001975,9,two_year,fiber,bank_transfer,True,4,66.17,572.02,0,1
CUS001976,16,two_year,fiber,electronic_check,True,0,48.87,802.35,0,0
CUS001977,22,two_year,dsl,electronic_check,False,3,45.32,979.39,1,0
CUS001978,45,month_to_month,fiber,electronic_check,False,0,43.4,1837.97,0,1
CUS001979,47,month_to_month,none,bank_transfer,True,1,23.77,1153.39,1,0
CUS001980,40,month_to_month,dsl,electronic_check,True,6,61.99,2487.54,0,0
CUS001981,41,month_to_month,dsl,bank_transfer,False,0,32.76,1389.97,1,0
CUS001982,57,month_to_month,dsl,electronic_check,False,6,60.91,3601.99,0,0
CUS001983,5,two_year,fiber,credit_card,True,4,68.27,343.0,1,0
CUS001984,68,month_to_month,none,bank_transfer,True,3,30.07,2025.95,0,0
CUS001985,26,one_year,fiber,bank_transfer,True,4,71.99,1748.24,1,0
CUS001986,65,two_year,fiber,electronic_check,True,5,73.29,4479.18,1,0
CUS001987,41,two_year,fiber,bank_transfer,False,2,62.93,2560.25,0,0
CUS001988,60,one_year,fiber,bank_transfer,False,0,41.0,2376.66,0,0
CUS001989,25,month_to_month,none,bank_transfer,True,1,24.4,615.54,0,0
CUS001990,36,month_to_month,fiber,electronic_check,True,4,74.37,2755.01,1,1
CUS001991,16,two_year,fiber,mailed_check,True,2,53.87,892.56,2,0
CUS001992,56,month_to_month,dsl,bank_transfer,False,6,72.28,4215.12,1,0
CUS001993,65,month_to_month,none,electronic_check,False,1,20.09,1333.82,3,0
CUS001994,65,one_year,dsl,electronic_check,True,6,57.43,3845.63,1,0
CUS001995,19,two_year,fiber,electronic_check,True,6,81.65,1601.14,0,0
CUS001996,41,month_to_month,fiber,bank_transfer,False,5,77.95,3088.67,0,0
CUS001997,4,one_year,dsl,mailed_check,True,2,34.55,144.97,1,1
CUS001998,14,month_to_month,fiber,credit_card,True,5,76.82,1080.96,0,1
CUS001999,14,month_to_month,dsl,credit_card,True,0,33.55,454.41,1,0
CUS002000,60,month_to_month,dsl,electronic_check,True,3,57.43,3522.16,0,0
CUS002001,30,month_to_month,dsl,bank_transfer,True,5,48.87,1474.71,0,0
CUS002002,13,month_to_month,fiber,credit_card,True,1,53.05,721.13,2,0
CUS002003,36,month_to_month,fiber,mailed_check,True,2,55.49,1880.86,2,0
CUS002004,10,month_to_month,dsl,credit_card,True,1,38.84,369.55,1,0
CUS002005,23,month_to_month,dsl,electronic_check,False,2,36.48,818.91,1,0
CUS002006,48,two_year,fiber,electronic_check,False,4,64.01,3075.46,0,0
CUS002007,36,one_year,fiber,electronic_check,True,2,48.41,1744.05,1,0
CUS002008,68,one_year,fiber,bank_transfer,False,1,41.52,2750.16,0,0
CUS002009,49,month_to_month,dsl,electronic_check,False,1,39.33,1867.77,2,0
CUS002010,70,two_year,fiber,electronic_check,False,3,68.0,4941.99,2,0
CUS002011,68,month_to_month,fiber,bank_transfer,True,3,56.44,3736.13,0,0
CUS002012,51,two_year,dsl,credit_card,True,6,60.58,2897.28,0,0
CUS002013,13,one_year,dsl,electronic_check,True,6,70.35,898.72,1,0
CUS002014,40,month_to_month,none,bank_transfer,True,0,14.1,570.0,0,0
CUS002015,3,month_to_month,fiber,electronic_check,False,3,60.46,180.04,1,0
CUS002016,45,month_to_month,fiber,credit_card,False,4,66.1,2948.53,0,0
CUS002017,10,month_to_month,dsl,credit_card,False,1,43.3,428.35,0,0
CUS002018,23,month_to_month,none,mailed_check,True,0,23.68,550.67,1,0
CUS002019,60,month_to_month,fiber,electronic_check,True,4,66.23,4030.25,1,0
CUS002020,20,month_to_month,none,electronic_check,False,1,26.89,505.24,0,1
CUS002021,27,month_to_month,none,credit_card,False,1,30.05,841.2,0,1
CUS002022,54,two_year,dsl,bank_transfer,True,4,44.81,2281.51,0,0
CUS002023,55,month_to_month,fiber,mailed_check,False,2,51.92,2896.87,1,0
CUS002024,12,month_to_month,none,bank_transfer,False,0,19.74,243.27,0,0
CUS002025,64,month_to_month,fiber,bank_transfer,False,3,62.02,3854.55,0,0
CUS002026,18,one_year,dsl,credit_card,False,5,51.41,963.73,0,0
CUS002027,4,month_to_month,none,electronic_check,False,5,38.84,150.05,0,0
CUS002028,8,month_to_month,dsl,credit_card,True,4,53.43,422.14,0,0
CUS002029,62,two_year,fiber,electronic_check,True,4,70.55,4289.07,0,0
CUS002030,62,two_year,fiber,credit_card,True,2,52.52,3082.58,0,0
CUS002031,41,month_to_month,dsl,credit_card,True,4,52.97,2092.56,1,0
CUS002032,27,one_year,dsl,credit_card,True,5,60.04,1585.0,0,1
CUS002033,32,two_year,dsl,credit_card,True,1,40.14,1295.65,1,0
CUS002034,72,month_to_month,dsl,credit_card,False,2,45.67,3365.93,2,0
CUS002035,71,one_year,dsl,mailed_check,True,3,52.35,3792.37,0,0
CUS002036,20,month_to_month,dsl,bank_transfer,True,1,37.19,753.26,1,0
CUS002037,12,one_year,dsl,bank_transfer,False,1,40.45,484.74,0,0
CUS002038,6,two_year,fiber,electronic_check,False,1,47.93,283.88,1,0
CUS002039,35,two_year,none,electronic_check,True,3,44.07,1590.86,1,0
CUS002040,17,two_year,dsl,bank_transfer,True,6,63.52,1114.8,0,0
CUS002041,64,month_to_month,fiber,mailed_check,True,5,78.15,5015.06,0,0
CUS002042,46,one_year,none,bank_transfer,False,3,41.02,1768.6,0,0
CUS002043,30,month_to_month,none,electronic_check,False,2,23.96,714.27,0,1
CUS002044,13,two_year,fiber,mailed_check,True,5,79.56,1082.88,2,0
CUS002045,18,month_to_month,dsl,credit_card,True,6,72.85,1268.14,1,0
CUS002046,55,month_to_month,dsl,electronic_check,False,2,50.1,2588.27,2,0
CUS002047,40,two_year,fiber,credit_card,False,2,53.69,2082.75,0,0
CUS002048,18,one_year,none,credit_card,False,4,44.99,789.9,0,0
CUS002049,35,month_to_month,fiber,bank_transfer,True,6,74.76,2657.78,1,0
CUS002050,58,one_year,dsl,electronic_check,False,6,67.35,3803.81,0,0
CUS002051,48,two_year,dsl,electronic_check,True,6,59.59,2922.56,0,0
CUS002052,13,one_year,fiber,credit_card,False,1,44.35,574.02,2,0
CUS002053,27,month_to_month,fiber,bank_transfer,True,1,53.9,1402.13,2,0
CUS002054,16,two_year,dsl,bank_transfer,True,6,64.1,1043.94,1,0
CUS002055,42,one_year,fiber,electronic_check,False,3,66.73,2747.92,0,0
CUS002056,29,one_year,none,electronic_check,False,3,31.63,879.22,0,0
CUS002057,46,month_to_month,fiber,credit_card,True,6,61.71,2937.33,0,0
CUS002058,4,one_year,dsl,electronic_check,True,2,35.16,142.78,0,0
CUS002059,7,one_year,fiber,bank_transfer,False,5,66.21,474.52,0,1
CUS002060,23,month_to_month,none,electronic_check,False,5,44.12,992.58,1,0
CUS002061,47,month_to_month,fiber,credit_card,False,1,63.3,2829.04,0,0
CUS002062,48,month_to_month,dsl,mailed_check,False,0,34.18,1679.04,0,0
CUS002063,8,month_to_month,none,bank_transfer,True,6,51.6,405.54,0,0
CUS002064,41,two_year,fiber,electronic_check,False,3,59.96,2446.79,1,0
CUS002065,16,month_to_month,fiber,electronic_check,True,1,52.77,823.78,1,0
CUS002066,18,month_to_month,dsl,electronic_check,True,6,66.25,1170.75,1,0
CUS002067,43,two_year,fiber,electronic_check,False,3,64.55,2804.76,0,0
CUS002068,25,month_to_month,fiber,electronic_check,True,1,50.5,1278.33,0,0
CUS002069,62,month_to_month,fiber,mailed_check,False,1,58.04,3372.06,2,0
CUS002070,72,one_year,fiber,mailed_check,False,2,60.25,4178.94,0,0
CUS002071,58,month_to_month,fiber,electronic_check,True,0,42.4,2304.99,0,0
CUS002072,35,month_to_month,fiber,mailed_check,True,6,84.74,2967.08,0,0
CUS002073,62,one_year,dsl,electronic_check,True,4,53.33,3105.84,0,0
CUS002074,62,month_to_month,fiber,credit_card,True,0,46.29,2964.57,0,0
CUS002075,12,one_year,fiber,electronic_check,False,6,70.82,854.86,1,1
CUS002076,30,one_year,dsl,electronic_check,False,1,37.26,1143.08,1,0
CUS002077,44,one_year,fiber,credit_card,False,3,65.25,2863.21,1,0
CUS002078,54,month_to_month,fiber,mailed_check,True,0,47.53,2487.52,0,1
CUS002079,56,month_to_month,fiber,bank_transfer,False,3,61.23,3404.08,1,0
CUS002080,16,month_to_month,dsl,mailed_check,True,3,54.1,812.6,0,1
CUS002081,60,two_year,fiber,bank_transfer,True,3,58.21,3343.18,1,0
CUS002082,49,two_year,fiber,electronic_check,False,3,66.1,3253.12,0,0
CUS002083,48,two_year,fiber,bank_transfer,True,1,45.94,2129.74,1,0
CUS002084,36,month_to_month,none,bank_transfer,True,2,27.7,978.53,2,1
CUS002085,29,two_year,dsl,bank_transfer,False,2,46.24,1267.66,2,0
CUS002086,10,one_year,dsl,electronic_check,False,5,62.4,626.25,1,1
CUS002087,42,two_year,dsl,electronic_check,True,2,41.59,1689.67,0,0
CUS002088,9,month_to_month,none,bank_transfer,True,0,18.3,157.11,1,0
CUS002089,20,two_year,fiber,bank_transfer,True,2,56.16,1124.93,0,0
CUS002090,56,month_to_month,dsl,credit_card,True,0,34.63,1912.13,2,0
CUS002091,4,one_year,dsl,electronic_check,True,6,59.48,247.42,0,0
CUS002092,65,month_to_month,none,credit_card,True,1,27.46,1778.53,0,0
CUS002093,7,one_year,fiber,electronic_check,False,5,62.77,437.68,0,0
CUS002094,19,one_year,dsl,credit_card,False,1,29.54,577.71,1,0
CUS002095,33,one_year,fiber,credit_card,True,4,75.3,2332.05,0,0
CUS002096,26,one_year,fiber,electronic_check,True,6,72.0,1924.25,0,0
CUS002097,42,two_year,fiber,mailed_check,True,1,47.17,2036.26,1,0
CUS002098,70,month_to_month,fiber,credit_card,True,2,51.61,3634.58,1,0
CUS002099,51,month_to_month,dsl,credit_card,True,4,50.21,2420.74,0,0
CUS002100,23,two_year,dsl,mailed_check,True,2,42.39,936.4,1,0
CUS002101,22,month_to_month,fiber,bank_transfer,False,5,72.51,1537.08,0,0
CUS002102,4,two_year,none,bank_transfer,True,1,22.42,85.75,1,0
CUS002103,6,two_year,dsl,electronic_check,False,1,38.48,222.24,2,1
CUS002104,47,month_to_month,fiber,mailed_check,False,1,44.01,2056.49,1,0
CUS002105,52,two_year,fiber,mailed_check,True,5,72.93,3623.29,1,0
CUS002106,52,two_year,none,credit_card,False,1,24.72,1223.06,2,0
CUS002107,42,month_to_month,fiber,bank_transfer,True,6,78.53,3136.08,0,0
CUS002108,4,one_year,none,bank_transfer,True,4,37.58,155.7,1,0
CUS002109,28,two_year,fiber,electronic_check,False,2,53.63,1557.18,0,0
CUS002110,37,one_year,fiber,electronic_check,False,0,40.95,1541.09,0,0
CUS002111,30,one_year,none,electronic_check,False,0,21.23,598.28,0,0
CUS002112,37,two_year,dsl,bank_transfer,True,6,57.04,2199.46,2,0
CUS002113,35,month_to_month,dsl,credit_card,True,1,28.93,953.07,0,0
CUS002114,57,month_to_month,fiber,mailed_check,True,1,50.86,2734.63,0,0
CUS002115,62,month_to_month,fiber,mailed_check,True,2,54.81,3240.76,2,0
CUS002116,60,two_year,dsl,electronic_check,False,3,48.48,3051.45,1,0
CUS002117,55,two_year,fiber,credit_card,True,0,45.35,2336.75,0,0
CUS002118,49,one_year,none,credit_card,True,0,25.37,1260.96,0,0
CUS002119,66,month_to_month,none,bank_transfer,False,4,38.88,2569.76,0,0
CUS002120,19,two_year,fiber,credit_card,True,0,40.38,722.23,2,0
CUS002121,12,month_to_month,fiber,electronic_check,False,2,56.51,643.5,1,1
CUS002122,69,month_to_month,fiber,electronic_check,False,6,79.56,5535.92,1,0
