timestamp,card_id,amount,merchant_category,entry_mode,is_cnp,hour,day_of_week,device_age_days,country_mismatch,n_txn_1h,amount_vs_card_median,is_fraud
2025-01-29 00:34:08.215403210,8220,17.61,restaurant,chip,0,0,2,102,0,0,0.249,0
2025-01-29 00:35:10.110275260,3007,3.61,restaurant,chip,0,0,2,119,0,0,0.274,0
2025-01-29 00:39:37.452122959,2245,24.48,electronics,ecommerce,1,0,2,747,0,0,0.835,0
2025-01-29 00:48:08.188129447,850,5.42,gaming,contactless,0,0,2,771,0,1,0.106,0
2025-01-29 00:56:32.838475570,4507,3.05,fuel,chip,0,0,2,390,0,1,0.173,0
2025-01-29 00:56:45.277347960,6755,47.38,other,contactless,0,0,2,0,0,2,2.429,0
2025-01-29 01:02:53.238360304,5360,15.03,pharmacy,ecommerce,1,1,2,677,0,0,1.48,0
2025-01-29 01:05:06.396722520,502,92.45,other,ecommerce,1,1,2,683,0,2,7.248,0
2025-01-29 01:05:59.297683202,5987,50.57,grocery,contactless,0,1,2,151,0,1,2.315,0
2025-01-29 01:08:58.445588466,7237,6.31,fuel,manual,1,1,2,1,0,1,0.531,0
2025-01-29 01:14:31.051137391,5872,17.24,fuel,contactless,0,1,2,416,0,1,0.607,0
2025-01-29 01:17:06.144609163,5292,6.97,gaming,chip,0,1,2,45,0,0,0.139,0
2025-01-29 01:24:30.032080996,1154,139.56,grocery,ecommerce,1,1,2,757,0,2,5.238,0
2025-01-29 01:30:10.001894586,5118,180.17,travel,manual,1,1,2,137,0,1,7.988,0
2025-01-29 01:32:14.025310596,8666,612.27,restaurant,chip,0,1,2,321,0,2,42.537,0
2025-01-29 01:32:31.128648222,7492,1.58,fuel,ecommerce,1,1,2,234,0,1,0.066,0
2025-01-29 01:40:40.017709020,6564,1.73,grocery,contactless,0,1,2,488,0,2,0.061,0
2025-01-29 01:42:42.675984886,1496,99.26,gaming,manual,1,1,2,210,0,1,4.626,0
2025-01-29 01:44:43.565662811,5709,87.09,grocery,magstripe,0,1,2,377,0,2,4.704,0
2025-01-29 01:48:28.324256362,2684,123.76,fuel,contactless,0,1,2,579,0,0,9.797,0
2025-01-29 01:51:39.162525428,7323,5.19,restaurant,contactless,0,1,2,473,0,1,0.235,0
2025-01-29 01:56:17.153796603,8978,16.15,fuel,ecommerce,1,1,2,438,0,0,0.74,0
2025-01-29 01:57:12.719375343,2177,4.78,restaurant,magstripe,0,1,2,797,0,0,0.107,0
2025-01-29 01:59:05.261457214,2692,5.81,restaurant,contactless,0,1,2,295,0,0,0.642,0
2025-01-29 01:59:19.388613283,94,15.76,other,contactless,0,1,2,220,0,0,0.742,0
2025-01-29 02:01:25.544030430,407,38.22,travel,chip,0,2,2,571,0,0,1.444,0
2025-01-29 02:01:25.856876042,4465,2.18,travel,chip,0,2,2,548,0,0,0.048,0
2025-01-29 02:12:03.930932422,67,4.41,travel,contactless,0,2,2,499,0,0,0.196,0
2025-01-29 02:18:00.288083266,6405,115.12,restaurant,chip,0,2,2,331,0,3,12.836,0
2025-01-29 02:18:22.624312685,5689,28.57,other,ecommerce,1,2,2,678,0,0,0.773,0
2025-01-29 02:21:06.406577249,8990,43.11,grocery,contactless,0,2,2,277,0,1,3.282,0
2025-01-29 02:23:05.689782929,200,3.23,restaurant,chip,0,2,2,1,0,1,0.304,0
2025-01-29 02:28:21.762978880,1431,172.99,restaurant,chip,0,2,2,645,0,1,6.331,0
2025-01-29 02:35:20.262673941,455,20.63,grocery,contactless,0,2,2,519,0,1,0.43,0
2025-01-29 02:38:23.686756978,2078,18.44,fuel,ecommerce,1,2,2,504,0,0,0.648,0
2025-01-29 02:43:41.277493617,3588,30.5,grocery,ecommerce,1,2,2,774,0,1,6.317,0
2025-01-29 02:48:00.441724946,7563,13.33,pharmacy,ecommerce,1,2,2,168,0,0,0.614,0
2025-01-29 02:48:01.327215596,2590,35.66,grocery,chip,0,2,2,543,0,2,4.157,0
2025-01-29 02:55:01.443917626,5411,48.08,fuel,chip,0,2,2,111,0,0,1.727,0
2025-01-29 02:55:14.875576962,8781,42.45,grocery,manual,1,2,2,1,0,0,1.81,0
2025-01-29 02:59:59.325959581,943,39.87,gaming,ecommerce,1,2,2,562,0,0,2.379,0
2025-01-29 03:03:41.437848586,8494,3.26,other,chip,0,3,2,873,0,0,0.246,0
2025-01-29 03:09:55.722463416,8490,16.51,travel,chip,0,3,2,604,0,0,0.817,0
2025-01-29 03:31:28.866503729,1145,44.83,grocery,chip,0,3,2,0,0,1,1.477,0
2025-01-29 03:43:14.193368673,1166,32.05,grocery,contactless,0,3,2,364,0,1,1.332,0
2025-01-29 03:44:11.686101676,5613,71.96,restaurant,chip,0,3,2,54,0,1,5.709,0
2025-01-29 03:46:03.860072491,1704,12.99,grocery,ecommerce,1,3,2,1,0,0,0.75,0
2025-01-29 03:51:51.757378641,8472,24.82,other,contactless,0,3,2,745,0,1,0.897,0
2025-01-29 03:58:31.788423202,3578,32.44,fuel,contactless,0,3,2,212,0,0,0.557,0
2025-01-29 04:01:39.861978561,6989,69.01,grocery,ecommerce,1,4,2,450,0,0,2.139,0
2025-01-29 04:04:15.763076754,6177,1.57,gaming,contactless,0,4,2,378,0,0,0.064,0
2025-01-29 04:08:16.534709326,8295,5.74,restaurant,chip,0,4,2,357,0,0,0.123,0
2025-01-29 04:08:48.361389369,5948,29.3,grocery,contactless,0,4,2,528,0,0,3.835,0
2025-01-29 04:09:02.165911612,538,144.29,fuel,contactless,0,4,2,60,1,1,25.426,0
2025-01-29 04:15:34.108530622,7799,38.25,other,contactless,0,4,2,407,0,1,1.633,0
2025-01-29 04:19:08.510356656,5035,26.52,grocery,ecommerce,1,4,2,660,0,1,3.185,0
2025-01-29 04:19:20.286367320,7371,17.63,fuel,ecommerce,1,4,2,759,0,1,0.969,0
2025-01-29 04:24:15.587675898,4187,32.32,pharmacy,magstripe,0,4,2,212,0,0,1.015,0
2025-01-29 04:26:45.721667856,8196,6.41,grocery,manual,1,4,2,152,0,0,0.292,0
2025-01-29 04:27:22.936334844,3423,30.02,pharmacy,contactless,0,4,2,474,0,1,0.643,0
2025-01-29 04:28:37.489450262,6382,13.44,restaurant,chip,0,4,2,78,0,0,0.627,0
2025-01-29 04:29:33.509912755,7567,2.15,pharmacy,chip,0,4,2,793,1,1,0.125,0
2025-01-29 04:45:59.783783906,2752,19.63,pharmacy,chip,0,4,2,427,0,1,0.55,0
2025-01-29 04:56:14.140652564,2672,6.06,travel,chip,0,4,2,414,0,0,0.181,0
2025-01-29 04:56:26.043157037,2309,199.73,restaurant,chip,0,4,2,563,0,1,12.966,0
2025-01-29 05:06:42.232448708,2351,33.44,restaurant,chip,0,5,2,447,0,1,3.503,0
2025-01-29 05:13:38.051577285,3416,96.78,restaurant,magstripe,0,5,2,394,0,1,9.181,0
2025-01-29 05:14:28.514867459,6250,12.82,grocery,contactless,0,5,2,238,1,0,0.391,0
2025-01-29 05:16:20.336377866,42,13.73,pharmacy,contactless,0,5,2,664,0,2,0.391,0
2025-01-29 05:35:25.932717690,4108,377.54,other,contactless,0,5,2,2,0,1,29.742,1
2025-01-29 05:40:56.109265340,6977,189.59,restaurant,ecommerce,1,5,2,546,0,0,6.694,0
2025-01-29 05:48:43.767937393,2867,41.32,restaurant,contactless,0,5,2,333,0,2,2.109,0
2025-01-29 06:11:26.591024135,3532,23.46,restaurant,ecommerce,1,6,2,11,0,1,0.342,0
2025-01-29 06:16:28.267992865,2399,18.12,electronics,chip,0,6,2,802,0,1,0.793,0
2025-01-29 06:17:33.778070403,7423,55.34,fuel,contactless,0,6,2,392,0,0,1.965,0
2025-01-29 06:25:11.784191736,5080,11.01,grocery,ecommerce,1,6,2,546,0,1,0.42,0
2025-01-29 06:27:05.883340488,8303,6.71,electronics,manual,1,6,2,828,0,0,0.674,0
2025-01-29 06:28:46.847745575,3555,4.93,restaurant,chip,0,6,2,758,0,0,0.108,0
2025-01-29 06:43:30.782537775,5934,8.44,restaurant,manual,1,6,2,884,0,0,0.569,0
2025-01-29 06:47:58.309157756,5964,25.77,restaurant,chip,0,6,2,235,0,0,0.878,0
2025-01-29 06:51:20.978363033,8070,6.07,travel,contactless,0,6,2,292,0,0,0.158,0
2025-01-29 07:06:48.338365499,4303,4.79,electronics,chip,0,7,2,462,0,2,0.318,0
2025-01-29 07:09:19.258653263,425,327.38,restaurant,chip,0,7,2,435,0,1,18.315,0
2025-01-29 07:10:58.766109008,4534,8.44,fuel,contactless,0,7,2,291,0,0,0.358,0
2025-01-29 07:10:58.825735041,8310,32.2,electronics,magstripe,0,7,2,464,0,0,0.485,0
2025-01-29 07:15:20.886948140,8025,33.23,pharmacy,ecommerce,1,7,2,679,0,0,3.776,0
2025-01-29 07:16:00.493799036,8245,4.33,restaurant,ecommerce,1,7,2,597,0,1,0.314,0
2025-01-29 07:20:28.092434718,4139,21.3,fuel,chip,0,7,2,245,0,1,0.667,0
2025-01-29 07:32:49.951658900,7038,28.92,grocery,chip,0,7,2,463,0,0,1.1,0
2025-01-29 07:34:31.663625295,1850,20.82,fuel,ecommerce,1,7,2,870,0,1,0.796,0
2025-01-29 07:37:03.866536521,5883,144.24,grocery,chip,0,7,2,434,0,0,6.408,0
2025-01-29 07:45:02.682859551,786,10.15,pharmacy,chip,0,7,2,102,0,0,0.382,0
2025-01-29 07:49:23.066561216,1133,82.96,grocery,contactless,0,7,2,465,0,1,8.558,0
2025-01-29 07:49:59.482586582,6683,4.69,other,chip,0,7,2,64,0,1,0.239,0
2025-01-29 07:54:06.454057539,7878,25.15,grocery,contactless,0,7,2,0,0,0,0.75,0
2025-01-29 07:58:45.782869514,2067,79.83,fuel,contactless,0,7,2,540,0,1,7.243,0
2025-01-29 07:59:51.211029036,5488,21.61,gaming,chip,0,7,2,179,0,1,0.868,0
2025-01-29 08:05:18.070409445,5211,11.9,restaurant,ecommerce,1,8,2,526,0,2,0.595,0
2025-01-29 08:05:45.264338554,974,6.46,other,ecommerce,1,8,2,541,0,0,0.161,0
2025-01-29 08:12:31.339006044,8961,7.86,fuel,contactless,0,8,2,860,0,0,0.3,0
2025-01-29 08:16:11.747349372,6623,62.86,grocery,contactless,0,8,2,277,0,0,6.774,0
2025-01-29 08:18:33.329061827,6102,13.51,electronics,contactless,0,8,2,591,0,0,0.622,0
2025-01-29 08:23:26.609635648,1393,16.87,grocery,ecommerce,1,8,2,606,0,1,1.127,0
2025-01-29 08:28:43.484274167,778,32.07,restaurant,contactless,0,8,2,335,1,1,4.445,0
2025-01-29 08:32:08.605683944,5046,6.51,grocery,contactless,0,8,2,1,0,0,0.203,0
2025-01-29 08:40:55.743405615,8659,82.76,other,chip,0,8,2,893,0,0,4.668,0
2025-01-29 08:47:12.464112570,7916,13.63,restaurant,contactless,0,8,2,226,0,1,1.597,0
2025-01-29 09:01:56.143957842,805,101.42,restaurant,ecommerce,1,9,2,1,0,0,4.479,0
2025-01-29 09:11:15.396292992,3123,61.45,restaurant,manual,1,9,2,881,0,2,4.094,0
2025-01-29 09:16:50.509833053,7002,4.52,restaurant,ecommerce,1,9,2,32,0,0,0.203,0
2025-01-29 09:19:39.280324247,6992,29.54,fuel,ecommerce,1,9,2,47,0,0,3.155,0
2025-01-29 09:22:45.502878328,8481,5.09,pharmacy,manual,1,9,2,557,0,1,0.138,0
2025-01-29 09:23:59.701310561,4195,86.24,travel,ecommerce,1,9,2,247,0,4,4.437,1
2025-01-29 09:36:37.536663189,6770,15.4,other,chip,0,9,2,292,0,0,0.758,0
2025-01-29 09:36:54.273098037,105,2.31,other,chip,0,9,2,312,0,0,0.058,0
2025-01-29 09:37:35.041685742,4363,14.83,pharmacy,contactless,0,9,2,326,0,2,0.656,0
2025-01-29 09:42:19.867081935,5463,119.73,restaurant,contactless,0,9,2,303,0,1,3.75,0
2025-01-29 09:44:21.074223981,7925,8.72,grocery,contactless,0,9,2,303,0,0,0.557,0
2025-01-29 09:46:26.559136042,4640,1.99,other,contactless,0,9,2,339,0,1,0.12,0
2025-01-29 09:50:43.781265592,587,19.79,grocery,contactless,0,9,2,687,0,2,1.094,0
2025-01-29 09:52:48.215103832,2707,43.63,travel,ecommerce,1,9,2,738,0,1,1.778,0
2025-01-29 09:58:12.112278134,7629,27.23,electronics,magstripe,0,9,2,818,0,0,0.833,0
2025-01-29 10:00:34.360317016,8473,2.05,grocery,ecommerce,1,10,2,544,0,0,0.193,0
2025-01-29 10:03:08.316103110,4238,10.7,restaurant,ecommerce,1,10,2,711,1,0,0.966,0
2025-01-29 10:05:56.625794874,781,4.77,electronics,ecommerce,1,10,2,137,0,0,0.341,0
2025-01-29 10:06:50.721190399,7942,71.64,grocery,ecommerce,1,10,2,512,0,2,5.133,0
2025-01-29 10:18:49.064010267,7450,102.83,restaurant,ecommerce,1,10,2,234,0,1,2.03,0
2025-01-29 10:19:57.496779960,1493,110.91,gaming,chip,0,10,2,109,0,0,5.146,0
2025-01-29 10:20:25.861976290,8561,3.03,other,contactless,0,10,2,121,0,0,0.069,0
2025-01-29 10:21:42.577332525,1857,2.5,travel,contactless,0,10,2,35,0,1,0.099,0
2025-01-29 10:24:18.096669039,4702,8.89,pharmacy,chip,0,10,2,275,0,1,0.73,0
2025-01-29 10:32:31.923325591,6138,8.58,grocery,contactless,0,10,2,610,0,0,0.09,0
2025-01-29 10:33:48.352960624,7479,14.96,electronics,contactless,0,10,2,630,0,1,0.504,0
2025-01-29 10:42:53.245044072,5863,121.27,fuel,contactless,0,10,2,430,0,1,5.791,0
2025-01-29 10:47:05.521015381,7988,22.51,restaurant,chip,0,10,2,368,0,0,0.347,0
2025-01-29 10:49:58.089969665,3446,55.62,pharmacy,chip,0,10,2,594,0,3,2.991,0
2025-01-29 10:51:33.134135582,89,17.76,restaurant,chip,0,10,2,0,0,1,0.429,0
2025-01-29 10:51:35.572480515,1567,7.42,pharmacy,ecommerce,1,10,2,314,0,1,0.246,0
2025-01-29 10:59:23.687305054,7888,10.03,other,chip,0,10,2,106,0,1,0.325,0
2025-01-29 10:59:24.485728238,2021,67.98,fuel,ecommerce,1,10,2,864,0,0,0.628,0
2025-01-29 11:06:27.715594097,2940,15.9,electronics,ecommerce,1,11,2,585,0,0,1.265,0
2025-01-29 11:09:10.742457455,2646,12.82,pharmacy,chip,0,11,2,114,0,0,0.249,0
2025-01-29 11:12:39.011905261,6582,39.53,fuel,chip,0,11,2,849,0,0,1.682,0
2025-01-29 11:13:18.453110976,194,15.24,grocery,manual,1,11,2,197,0,2,0.48,0
2025-01-29 11:16:47.522206614,6063,6.76,grocery,chip,0,11,2,846,0,0,0.829,0
2025-01-29 11:17:29.130469611,2745,31.76,pharmacy,chip,0,11,2,2,0,1,2.825,0
2025-01-29 11:21:38.705764292,2584,30.91,gaming,contactless,0,11,2,596,0,0,1.542,0
2025-01-29 11:22:13.346371889,1579,20.38,grocery,chip,0,11,2,687,0,3,0.543,0
2025-01-29 11:24:36.509953648,5524,4.67,pharmacy,contactless,0,11,2,763,0,1,0.258,0
2025-01-29 11:26:34.996771530,1924,10.89,electronics,contactless,0,11,2,337,0,1,0.186,0
2025-01-29 11:29:05.921062934,7250,5.81,restaurant,ecommerce,1,11,2,572,0,2,0.247,0
2025-01-29 11:29:34.427782827,4407,98.14,other,ecommerce,1,11,2,756,0,0,4.445,0
2025-01-29 11:31:07.300088923,473,9.5,restaurant,contactless,0,11,2,224,0,0,0.205,0
2025-01-29 11:40:52.685694245,4217,13.96,grocery,chip,0,11,2,2,0,1,0.606,0
2025-01-29 11:45:51.117081236,5691,31.53,grocery,chip,0,11,2,49,0,1,1.696,0
2025-01-29 11:46:35.886900635,6132,16.96,fuel,chip,0,11,2,452,0,0,0.981,0
2025-01-29 11:50:44.803283758,8917,23.93,other,ecommerce,1,11,2,346,0,0,0.738,0
2025-01-29 11:52:28.336786750,1406,37.22,restaurant,contactless,0,11,2,0,0,2,2.186,0
2025-01-29 11:53:10.494396451,8246,29.77,other,chip,0,11,2,478,0,0,2.766,0
2025-01-29 11:59:15.723516308,6182,13.66,restaurant,chip,0,11,2,202,1,1,0.882,0
2025-01-29 12:00:09.113485673,5350,27.35,other,contactless,0,12,2,146,0,0,1.779,0
2025-01-29 12:03:04.566140549,330,11.89,gaming,chip,0,12,2,1,0,1,0.337,0
2025-01-29 12:04:00.862460963,6694,10.52,restaurant,ecommerce,1,12,2,434,1,0,0.294,0
2025-01-29 12:07:29.008610283,6072,5.46,electronics,ecommerce,1,12,2,791,0,3,0.176,0
2025-01-29 12:22:28.503717298,749,13.68,grocery,ecommerce,1,12,2,772,0,2,0.616,0
2025-01-29 12:22:45.515042846,2327,15.99,travel,chip,0,12,2,816,0,1,0.777,0
2025-01-29 12:25:00.660318234,8756,75.57,restaurant,contactless,0,12,2,30,0,1,6.264,0
2025-01-29 12:33:15.905080682,2852,8.01,restaurant,chip,0,12,2,148,0,0,0.434,0
2025-01-29 12:33:31.195407084,3001,12.79,electronics,chip,0,12,2,647,0,0,0.938,0
2025-01-29 12:34:49.629729348,569,11.14,other,ecommerce,1,12,2,2,0,0,1.072,0
2025-01-29 12:35:02.126462602,3872,13.41,fuel,ecommerce,1,12,2,834,0,0,1.268,0
2025-01-29 12:43:01.277600654,4065,20.26,grocery,ecommerce,1,12,2,525,0,3,0.322,0
2025-01-29 12:51:16.316212148,5556,44.31,other,chip,0,12,2,358,0,1,2.784,0
2025-01-29 12:54:10.731609589,5011,3.99,gaming,chip,0,12,2,191,0,0,0.14,0
2025-01-29 12:55:37.244125918,3420,10.93,grocery,chip,0,12,2,403,0,0,0.358,0
2025-01-29 13:07:00.989915972,1404,74.99,travel,magstripe,0,13,2,666,0,0,2.656,0
2025-01-29 13:08:05.060752104,2050,44.26,grocery,ecommerce,1,13,2,601,0,0,2.562,0
2025-01-29 13:10:20.627202256,6810,7.57,grocery,chip,0,13,2,470,0,0,0.584,0
2025-01-29 13:20:55.968193131,8175,28.88,travel,chip,0,13,2,245,0,2,1.657,0
2025-01-29 13:22:37.878218837,6308,58.37,grocery,contactless,0,13,2,0,0,1,1.87,0
2025-01-29 13:29:58.898225675,1998,15.35,other,ecommerce,1,13,2,732,0,2,1.434,0
2025-01-29 13:34:56.212891085,5164,49.66,grocery,chip,0,13,2,163,0,0,1.77,0
2025-01-29 13:42:31.093711433,4925,25.0,grocery,chip,0,13,2,669,0,2,1.36,0
2025-01-29 13:54:22.338177616,6156,11.6,fuel,contactless,0,13,2,298,0,0,0.336,0
2025-01-29 13:57:43.301465003,5780,92.79,fuel,chip,0,13,2,4,0,0,3.906,0
2025-01-29 14:02:24.562294864,3500,14.09,restaurant,contactless,0,14,2,488,0,1,0.691,0
2025-01-29 14:05:50.333962020,8770,5.21,travel,ecommerce,1,14,2,89,0,0,0.144,0
2025-01-29 14:12:29.705521027,1554,16.53,electronics,ecommerce,1,14,2,0,0,0,0.629,0
2025-01-29 14:12:46.231562133,2834,12.08,pharmacy,contactless,0,14,2,338,0,1,0.549,0
2025-01-29 14:15:54.995603815,4452,514.81,grocery,manual,1,14,2,48,0,1,19.125,0
2025-01-29 14:16:21.682215355,3794,20.87,restaurant,contactless,0,14,2,210,0,0,0.826,0
2025-01-29 14:23:03.863778391,2663,256.4,restaurant,ecommerce,1,14,2,74,0,2,11.067,0
2025-01-29 14:45:08.516522938,1996,77.66,fuel,contactless,0,14,2,879,0,0,2.26,0
2025-01-29 14:45:53.710603242,2953,22.53,grocery,ecommerce,1,14,2,526,0,0,1.02,0
2025-01-29 14:45:59.168047511,2002,30.17,grocery,contactless,0,14,2,333,0,0,1.519,0
2025-01-29 14:49:52.977370507,3814,58.69,pharmacy,contactless,0,14,2,552,0,1,2.553,0
2025-01-29 14:52:18.095570378,2949,35.52,restaurant,contactless,0,14,2,405,0,1,2.333,0
2025-01-29 14:58:13.556343749,1629,49.88,other,ecommerce,1,14,2,554,0,0,2.198,0
2025-01-29 14:59:01.074174765,7662,24.75,restaurant,contactless,0,14,2,378,0,3,1.261,0
2025-01-29 15:00:09.378954394,4410,58.97,travel,contactless,0,15,2,7,0,0,1.395,0
2025-01-29 15:04:30.791726646,2765,14.09,pharmacy,chip,0,15,2,892,0,2,0.199,0
2025-01-29 15:06:33.990325938,3006,2.25,fuel,chip,0,15,2,0,0,0,0.039,0
2025-01-29 15:07:01.284486069,5437,11.85,grocery,contactless,0,15,2,6,0,1,0.3,0
2025-01-29 15:18:04.523983789,6878,24.44,other,contactless,0,15,2,876,0,1,0.742,0
2025-01-29 15:21:26.395336671,4109,51.64,fuel,ecommerce,1,15,2,709,0,0,3.574,0
2025-01-29 15:28:58.111597575,8830,30.07,pharmacy,chip,0,15,2,278,0,0,2.259,0
2025-01-29 15:34:01.359846350,2790,54.84,restaurant,chip,0,15,2,710,0,1,2.457,0
2025-01-29 15:35:49.635999537,8025,8.2,fuel,contactless,0,15,2,87,0,1,0.932,0
2025-01-29 15:40:14.643486934,48,104.0,restaurant,chip,0,15,2,250,0,1,3.684,1
2025-01-29 15:40:28.055020970,2149,7.27,other,contactless,0,15,2,16,0,0,0.45,0
2025-01-29 15:40:28.423369043,198,59.53,travel,contactless,0,15,2,304,0,1,1.599,0
2025-01-29 15:40:50.837162700,6447,14.57,gaming,chip,0,15,2,822,0,2,0.85,0
2025-01-29 15:42:21.727286983,1222,8.07,travel,chip,0,15,2,276,0,0,0.458,0
2025-01-29 15:44:27.263161496,3967,1.39,restaurant,chip,0,15,2,574,0,1,0.034,0
2025-01-29 15:55:32.760759841,3065,11.14,other,chip,0,15,2,369,0,0,0.942,0
2025-01-29 15:56:04.353150885,538,38.46,travel,contactless,0,15,2,743,0,1,6.777,0
2025-01-29 16:04:50.234865660,4129,12.55,grocery,chip,0,16,2,0,0,2,0.575,0
2025-01-29 16:14:19.844193630,1199,11.66,grocery,contactless,0,16,2,519,0,1,0.442,0
2025-01-29 16:14:30.442154995,3668,165.58,restaurant,contactless,0,16,2,678,0,2,7.611,0
2025-01-29 16:22:03.511986615,2995,54.61,travel,chip,0,16,2,159,0,0,2.572,0
2025-01-29 16:25:44.504108864,6690,32.06,travel,ecommerce,1,16,2,460,0,0,1.04,0
2025-01-29 16:27:54.011526418,8704,9.96,travel,magstripe,0,16,2,413,0,0,0.671,0
2025-01-29 16:29:43.744798721,3963,36.6,grocery,chip,0,16,2,163,0,1,2.435,0
2025-01-29 16:40:03.419437047,3687,4.23,fuel,chip,0,16,2,158,0,0,0.254,0
2025-01-29 16:41:21.046104458,1103,14.65,electronics,contactless,0,16,2,230,0,3,0.618,0
2025-01-29 16:46:53.733843212,6569,29.9,restaurant,chip,0,16,2,174,0,1,1.405,0
2025-01-29 16:51:02.902996174,8430,36.68,fuel,ecommerce,1,16,2,107,0,0,0.357,0
2025-01-29 16:51:47.799243159,1399,43.37,other,manual,1,16,2,2,0,0,2.333,0
2025-01-29 16:54:42.150961255,6326,9.38,electronics,chip,0,16,2,364,0,0,0.431,0
2025-01-29 16:55:16.551697725,2959,50.47,other,chip,0,16,2,97,0,1,1.578,0
2025-01-29 17:05:12.792623885,6606,322.69,travel,ecommerce,1,17,2,734,0,0,17.202,0
2025-01-29 17:05:30.278311014,1681,41.84,electronics,chip,0,17,2,403,0,1,1.623,0
2025-01-29 17:07:52.702234195,774,10.91,grocery,chip,0,17,2,385,0,0,0.475,0
2025-01-29 17:08:01.934228736,108,23.78,pharmacy,chip,0,17,2,44,0,0,0.88,0
2025-01-29 17:08:36.079410917,5319,22.64,travel,manual,1,17,2,69,0,1,0.772,0
2025-01-29 17:15:13.714592745,8909,29.89,grocery,chip,0,17,2,161,0,1,0.694,0
2025-01-29 17:26:35.837305551,7682,13.27,restaurant,ecommerce,1,17,2,61,0,0,0.363,0
2025-01-29 17:31:32.697905450,2235,10.69,other,chip,0,17,2,660,1,0,0.319,0
2025-01-29 17:34:23.823990833,6364,32.2,restaurant,magstripe,0,17,2,380,0,1,8.024,0
2025-01-29 17:37:22.609813684,4805,41.95,fuel,chip,0,17,2,134,0,0,1.808,0
2025-01-29 17:39:43.994405698,8125,16.73,restaurant,chip,0,17,2,557,0,1,1.397,0
2025-01-29 17:40:23.922250463,8977,76.49,fuel,ecommerce,1,17,2,148,0,1,7.647,0
2025-01-29 17:45:54.593874849,2965,52.0,electronics,contactless,0,17,2,775,0,1,5.015,0
2025-01-29 18:00:38.704524875,1366,62.36,pharmacy,contactless,0,18,2,10,0,0,7.923,0
2025-01-29 18:02:29.252793062,7018,122.0,grocery,chip,0,18,2,754,0,0,2.824,0
2025-01-29 18:16:44.602627371,7326,621.51,grocery,ecommerce,1,18,2,648,0,1,17.356,0
2025-01-29 18:26:38.211486696,7151,44.16,restaurant,chip,0,18,2,279,0,0,1.906,0
2025-01-29 18:28:21.904660234,2450,7.89,restaurant,chip,0,18,2,37,0,0,0.228,0
2025-01-29 18:34:19.862574201,8013,103.99,grocery,chip,0,18,2,266,0,0,5.306,0
2025-01-29 18:39:48.860075372,4247,24.03,fuel,contactless,0,18,2,545,1,0,0.993,0
2025-01-29 18:41:49.859626799,1213,2.26,grocery,chip,0,18,2,798,0,0,0.083,0
2025-01-29 18:45:30.894074520,492,31.48,grocery,ecommerce,1,18,2,546,0,0,1.495,0
2025-01-29 19:00:42.362832169,7937,18.31,grocery,chip,0,19,2,355,0,2,2.071,0
2025-01-29 19:05:38.501933069,8637,16.99,other,chip,0,19,2,461,0,0,0.565,0
2025-01-29 19:07:53.872764764,2929,21.51,restaurant,ecommerce,1,19,2,10,0,0,1.158,0
2025-01-29 19:09:24.142062515,8335,79.88,gaming,magstripe,0,19,2,598,0,0,4.544,0
2025-01-29 19:16:21.468903650,2815,8.23,grocery,ecommerce,1,19,2,208,0,0,0.214,0
2025-01-29 19:20:22.337352467,6144,5.54,fuel,chip,0,19,2,591,0,1,0.107,0
2025-01-29 19:22:46.164399466,7067,28.91,electronics,chip,0,19,2,488,0,0,1.307,0
2025-01-29 19:27:09.283589925,2333,269.52,grocery,ecommerce,1,19,2,0,0,0,8.753,0
2025-01-29 19:35:57.691628595,6325,40.99,grocery,chip,0,19,2,881,0,2,1.966,0
2025-01-29 19:39:20.719193759,8061,26.44,other,ecommerce,1,19,2,432,0,1,0.34,0
2025-01-29 19:42:37.521220676,5242,88.65,restaurant,contactless,0,19,2,571,0,1,4.211,1
2025-01-29 19:49:42.819101390,5399,12.66,grocery,ecommerce,1,19,2,59,0,0,0.474,0
2025-01-29 19:53:03.133781326,7223,29.08,restaurant,contactless,0,19,2,381,0,0,1.916,0
2025-01-29 19:56:42.152504014,8499,8.04,pharmacy,chip,0,19,2,2,0,1,0.371,0
2025-01-29 20:04:37.096971997,6791,108.59,other,chip,0,20,2,820,0,1,2.834,0
2025-01-29 20:05:28.872708578,4075,8.32,other,ecommerce,1,20,2,694,0,0,0.417,0
2025-01-29 20:05:40.680805704,4324,30.14,grocery,chip,0,20,2,80,0,0,3.091,0
2025-01-29 20:06:09.679601697,3286,4.87,grocery,manual,1,20,2,642,0,0,0.21,0
2025-01-29 20:13:11.574182866,2330,32.82,other,chip,0,20,2,727,0,0,0.504,0
2025-01-29 20:18:03.909061187,4256,7.16,pharmacy,contactless,0,20,2,260,0,2,0.32,0
2025-01-29 20:21:18.014881915,6123,11.97,restaurant,contactless,0,20,2,766,0,0,0.165,0
2025-01-29 20:21:38.324468259,3089,145.9,gaming,magstripe,0,20,2,470,0,3,5.565,1
2025-01-29 20:27:52.707624095,2626,30.32,other,contactless,0,20,2,68,0,1,0.875,0
2025-01-29 20:29:34.856021795,2483,110.13,fuel,chip,0,20,2,423,0,1,8.22,0
2025-01-29 20:33:40.152692562,7500,9.73,other,manual,1,20,2,392,0,0,0.551,0
2025-01-29 20:36:31.692215114,4032,21.54,grocery,ecommerce,1,20,2,189,0,0,1.611,0
