policy_id,exposure,driver_age,vehicle_age,vehicle_power,bonus_malus,annual_mileage,area,fuel,coverage,claim_count,claim_cost
POL004612,0.697,61,9.6,115.0,110,21800.0,rural,diesel,comprehensive,0,0.0
POL004613,0.865,68,6.9,147.0,74,9700.0,rural,petrol,comprehensive,0,0.0
POL004614,0.659,43,1.4,125.0,75,14900.0,suburban,petrol,comprehensive,1,1449.3
POL004615,0.728,39,7.4,60.0,129,10400.0,suburban,petrol,comprehensive,0,0.0
POL004616,0.815,47,3.9,91.0,73,9700.0,urban,diesel,comprehensive,0,0.0
POL004617,0.606,37,5.9,128.0,83,13000.0,urban,diesel,comprehensive,0,0.0
POL004618,0.699,44,3.0,166.0,97,7100.0,suburban,diesel,comprehensive,0,0.0
POL004619,0.652,43,10.1,100.0,70,8000.0,urban,hybrid,comprehensive,0,0.0
POL004620,0.766,37,11.5,112.0,99,14000.0,urban,hybrid,comprehensive,0,0.0
POL004621,0.912,89,7.3,57.0,117,1000.0,rural,diesel,comprehensive,0,0.0
POL004622,0.369,43,4.5,150.0,134,10700.0,rural,petrol,comprehensive,0,0.0
POL004623,0.901,50,13.3,103.0,65,10100.0,urban,diesel,third_party,0,0.0
POL004624,0.872,58,3.8,110.0,98,14300.0,suburban,diesel,comprehensive,0,0.0
POL004625,0.805,76,2.1,58.0,156,10600.0,suburban,petrol,third_party,0,0.0
POL004626,0.577,49,8.0,133.0,77,8800.0,suburban,diesel,comprehensive,0,0.0
POL004627,0.574,48,4.2,135.0,83,10900.0,urban,diesel,comprehensive,0,0.0
POL004628,0.895,92,3.0,84.0,109,8900.0,suburban,hybrid,comprehensive,1,211.67
POL004629,0.584,37,8.7,135.0,155,14700.0,rural,petrol,third_party,0,0.0
POL004630,0.394,45,8.8,100.0,101,25200.0,rural,petrol,comprehensive,1,1607.58
POL004631,0.611,64,4.7,100.0,76,21000.0,suburban,petrol,comprehensive,0,0.0
POL004632,0.759,92,5.9,132.0,92,18100.0,urban,petrol,third_party,0,0.0
POL004633,0.496,46,1.8,176.0,115,16100.0,suburban,hybrid,third_party,0,0.0
POL004634,0.779,40,1.6,120.0,102,9900.0,suburban,petrol,third_party,0,0.0
POL004635,0.677,88,19.0,100.0,79,9400.0,suburban,diesel,comprehensive,0,0.0
POL004636,0.818,64,1.1,85.0,98,9600.0,urban,electric,third_party,1,527.92
POL004637,0.407,44,5.1,60.0,71,15500.0,suburban,petrol,third_party,0,0.0
POL004638,0.9,40,2.0,86.0,114,23300.0,urban,diesel,third_party,0,0.0
POL004639,0.648,62,6.6,153.0,104,18600.0,urban,diesel,third_party,0,0.0
POL004640,0.192,50,5.2,160.0,90,12700.0,suburban,petrol,comprehensive,0,0.0
POL004641,0.803,46,1.4,132.0,126,12200.0,suburban,petrol,comprehensive,1,424.5
POL004642,0.313,44,24.2,120.0,140,16600.0,rural,petrol,third_party,0,0.0
POL004643,0.612,55,12.7,128.0,76,11100.0,suburban,diesel,comprehensive,0,0.0
POL004644,0.949,54,5.9,147.0,144,21600.0,rural,hybrid,comprehensive,1,1961.43
POL004645,0.558,38,4.8,95.0,158,12500.0,rural,diesel,comprehensive,0,0.0
POL004646,0.516,44,2.8,110.0,93,5500.0,urban,diesel,comprehensive,0,0.0
POL004647,0.785,61,8.5,154.0,98,10900.0,urban,petrol,comprehensive,0,0.0
POL004648,0.549,42,3.4,136.0,116,14400.0,rural,diesel,comprehensive,0,0.0
POL004649,0.706,57,4.2,141.0,68,15500.0,rural,electric,comprehensive,0,0.0
POL004650,0.577,61,1.4,88.0,77,4600.0,suburban,petrol,comprehensive,0,0.0
POL004651,0.896,60,2.6,137.0,88,14100.0,urban,petrol,comprehensive,0,0.0
POL004652,0.594,49,28.7,117.0,93,3100.0,rural,petrol,third_party,0,0.0
POL004653,0.533,33,6.6,112.0,90,9800.0,suburban,petrol,comprehensive,0,0.0
POL004654,0.9,54,14.1,82.0,97,8800.0,urban,diesel,comprehensive,0,0.0
POL004655,0.795,77,7.9,54.0,68,13300.0,urban,petrol,comprehensive,0,0.0
POL004656,0.411,46,4.1,90.0,64,3300.0,suburban,petrol,third_party,0,0.0
POL004657,0.595,55,3.8,103.0,77,13300.0,urban,electric,third_party,0,0.0
POL004658,0.772,78,2.4,123.0,127,10500.0,urban,hybrid,comprehensive,0,0.0
POL004659,0.87,52,2.8,125.0,123,11400.0,suburban,petrol,comprehensive,1,837.18
POL004660,0.52,54,7.6,45.0,121,10600.0,urban,petrol,comprehensive,1,472.23
POL004661,0.937,52,5.8,132.0,132,10800.0,urban,diesel,third_party,0,0.0
POL004662,0.561,46,5.7,65.0,104,18900.0,suburban,petrol,comprehensive,0,0.0
POL004663,0.772,56,10.8,54.0,113,14900.0,suburban,petrol,third_party,0,0.0
POL004664,0.235,79,5.4,144.0,90,11900.0,suburban,petrol,comprehensive,0,0.0
POL004665,0.853,86,9.7,125.0,62,13400.0,urban,petrol,comprehensive,0,0.0
POL004666,0.442,60,2.7,108.0,66,16400.0,suburban,hybrid,comprehensive,0,0.0
POL004667,0.863,37,10.7,124.0,99,18200.0,suburban,diesel,comprehensive,0,0.0
POL004668,0.79,54,6.6,96.0,91,3700.0,urban,petrol,comprehensive,0,0.0
POL004669,0.813,55,2.6,147.0,57,16500.0,rural,petrol,comprehensive,0,0.0
POL004670,0.972,74,8.4,171.0,167,6000.0,urban,petrol,third_party,0,0.0
POL004671,0.864,63,2.8,97.0,134,11600.0,urban,petrol,comprehensive,0,0.0
POL004672,0.734,42,6.4,123.0,102,14200.0,urban,petrol,comprehensive,0,0.0
POL004673,0.733,56,9.7,91.0,125,3000.0,suburban,diesel,comprehensive,0,0.0
POL004674,0.757,43,1.4,146.0,80,14800.0,rural,diesel,third_party,0,0.0
POL004675,0.795,70,3.0,131.0,104,7400.0,urban,petrol,comprehensive,0,0.0
POL004676,0.901,46,5.2,120.0,87,11200.0,urban,hybrid,third_party,1,592.11
POL004677,0.967,74,9.6,77.0,76,10600.0,suburban,diesel,comprehensive,0,0.0
POL004678,0.423,61,6.7,82.0,115,15700.0,urban,diesel,third_party,0,0.0
POL004679,0.565,53,1.8,96.0,78,22700.0,urban,petrol,comprehensive,0,0.0
POL004680,0.904,38,7.2,90.0,149,17800.0,urban,petrol,comprehensive,0,0.0
POL004681,0.784,58,3.3,82.0,99,9400.0,urban,petrol,comprehensive,0,0.0
POL004682,0.654,70,8.9,138.0,71,10400.0,suburban,diesel,third_party,1,111.29
POL004683,0.705,48,2.3,98.0,96,10000.0,suburban,petrol,third_party,0,0.0
POL004684,0.728,44,1.8,157.0,138,13500.0,urban,petrol,comprehensive,1,6942.79
POL004685,0.906,64,14.7,137.0,84,11100.0,urban,diesel,comprehensive,0,0.0
POL004686,0.791,43,2.2,134.0,127,5500.0,urban,petrol,comprehensive,0,0.0
POL004687,0.832,42,11.7,122.0,75,11100.0,suburban,petrol,comprehensive,0,0.0
POL004688,0.992,65,0.4,99.0,114,14000.0,urban,petrol,third_party,0,0.0
POL004689,0.882,76,13.4,108.0,230,17000.0,urban,electric,comprehensive,0,0.0
POL004690,0.777,60,13.4,114.0,114,6900.0,urban,diesel,third_party,0,0.0
POL004691,0.942,72,3.3,102.0,190,14300.0,suburban,petrol,third_party,0,0.0
POL004692,0.858,63,5.2,116.0,102,8100.0,suburban,electric,comprehensive,0,0.0
POL004693,0.606,68,9.7,109.0,60,8500.0,urban,petrol,third_party,0,0.0
POL004694,0.61,41,7.7,157.0,134,12000.0,rural,diesel,third_party,0,0.0
POL004695,0.706,45,4.1,124.0,139,20600.0,urban,diesel,comprehensive,1,1295.89
POL004696,0.894,40,2.5,142.0,102,8600.0,suburban,diesel,comprehensive,0,0.0
POL004697,0.787,41,7.2,114.0,93,12700.0,urban,electric,third_party,0,0.0
POL004698,0.724,55,4.4,182.0,96,6500.0,rural,petrol,comprehensive,0,0.0
POL004699,0.685,59,9.8,96.0,104,8700.0,urban,petrol,third_party,0,0.0
POL004700,0.866,36,8.5,117.0,108,16100.0,rural,petrol,third_party,0,0.0
POL004701,0.756,52,0.8,127.0,82,13100.0,urban,petrol,comprehensive,0,0.0
POL004702,0.763,88,2.4,52.0,76,9600.0,suburban,petrol,third_party,0,0.0
POL004703,0.682,38,1.0,114.0,144,8300.0,urban,petrol,comprehensive,0,0.0
POL004704,0.862,55,20.6,133.0,149,11800.0,urban,petrol,comprehensive,3,1765.9
POL004705,0.562,61,14.0,117.0,105,8900.0,rural,petrol,third_party,0,0.0
POL004706,0.962,92,11.6,109.0,102,18200.0,rural,diesel,third_party,1,190.7
POL004707,0.965,34,2.1,99.0,86,11100.0,urban,hybrid,comprehensive,0,0.0
POL004708,0.923,71,11.3,112.0,57,6900.0,suburban,petrol,third_party,0,0.0
POL004709,0.868,49,1.7,125.0,93,11600.0,urban,hybrid,comprehensive,0,0.0
POL004710,0.818,72,3.7,97.0,76,1000.0,suburban,petrol,comprehensive,0,0.0
POL004711,0.795,50,5.6,129.0,79,12900.0,suburban,diesel,comprehensive,0,0.0
POL004712,0.995,61,8.9,143.0,85,19600.0,suburban,hybrid,third_party,0,0.0
POL004713,0.575,62,9.6,45.0,78,5200.0,suburban,petrol,comprehensive,0,0.0
POL004714,0.918,49,3.4,122.0,102,12800.0,urban,petrol,comprehensive,0,0.0
POL004715,0.585,43,7.4,53.0,129,9800.0,urban,petrol,comprehensive,0,0.0
POL004716,0.657,63,16.0,94.0,72,5800.0,suburban,petrol,comprehensive,0,0.0
POL004717,0.836,43,3.6,91.0,64,7200.0,suburban,diesel,comprehensive,0,0.0
POL004718,0.923,37,4.9,47.0,117,8200.0,urban,diesel,comprehensive,0,0.0
POL004719,0.859,39,3.3,110.0,68,14000.0,urban,diesel,third_party,0,0.0
POL004720,0.747,41,5.8,66.0,109,19400.0,suburban,diesel,third_party,0,0.0
POL004721,0.844,47,8.7,142.0,79,22600.0,urban,petrol,comprehensive,0,0.0
POL004722,0.704,60,3.8,142.0,129,6800.0,urban,hybrid,comprehensive,0,0.0
POL004723,0.702,54,15.0,159.0,76,21100.0,rural,petrol,comprehensive,0,0.0
POL004724,0.445,35,5.6,76.0,95,14900.0,rural,petrol,comprehensive,0,0.0
POL004725,0.812,52,9.1,155.0,66,1400.0,rural,diesel,comprehensive,0,0.0
POL004726,0.775,53,2.8,118.0,70,18200.0,rural,diesel,third_party,0,0.0
POL004727,0.629,44,6.2,125.0,146,7000.0,urban,petrol,comprehensive,0,0.0
POL004728,0.937,54,1.4,49.0,80,14000.0,urban,electric,comprehensive,0,0.0
POL004729,0.82,53,10.6,148.0,68,7400.0,rural,diesel,comprehensive,0,0.0
POL004730,0.666,52,5.6,156.0,61,8200.0,urban,petrol,comprehensive,0,0.0
POL004731,0.909,52,9.6,105.0,113,18500.0,suburban,diesel,third_party,0,0.0
POL004732,0.587,54,14.4,163.0,61,17100.0,suburban,petrol,third_party,0,0.0
POL004733,0.846,68,6.2,113.0,77,12000.0,suburban,petrol,comprehensive,0,0.0
POL004734,0.629,72,2.9,90.0,120,11900.0,suburban,diesel,comprehensive,0,0.0
POL004735,0.673,44,1.4,45.0,158,12500.0,suburban,petrol,comprehensive,0,0.0
POL004736,0.753,64,1.6,74.0,86,12200.0,urban,diesel,comprehensive,0,0.0
POL004737,0.764,62,4.8,144.0,65,12600.0,suburban,diesel,third_party,0,0.0
POL004738,0.787,51,8.2,108.0,109,23100.0,suburban,electric,comprehensive,0,0.0
POL004739,0.813,58,11.5,119.0,85,15900.0,suburban,diesel,comprehensive,0,0.0
POL004740,0.679,47,3.4,143.0,84,12200.0,urban,diesel,third_party,0,0.0
POL004741,0.594,49,17.8,96.0,79,16600.0,rural,diesel,third_party,0,0.0
POL004742,0.81,57,9.6,97.0,60,11600.0,urban,petrol,comprehensive,0,0.0
POL004743,0.722,45,7.5,144.0,101,11000.0,urban,petrol,comprehensive,0,0.0
POL004744,0.659,48,3.0,138.0,68,20400.0,rural,diesel,comprehensive,0,0.0
POL004745,0.996,45,6.3,96.0,191,16000.0,rural,petrol,comprehensive,0,0.0
POL004746,0.503,44,6.0,181.0,140,9800.0,urban,diesel,comprehensive,0,0.0
POL004747,0.552,56,4.4,124.0,100,15900.0,suburban,electric,third_party,0,0.0
POL004748,0.843,43,3.5,64.0,75,10100.0,urban,petrol,third_party,0,0.0
POL004749,0.91,48,5.8,97.0,99,8600.0,urban,petrol,comprehensive,0,0.0
POL004750,0.746,47,18.0,83.0,130,11900.0,suburban,hybrid,third_party,0,0.0
POL004751,0.76,69,3.8,99.0,124,22400.0,rural,hybrid,comprehensive,0,0.0
POL004752,0.597,48,4.9,156.0,98,17700.0,suburban,petrol,third_party,0,0.0
POL004753,0.857,56,8.4,107.0,70,5900.0,urban,petrol,comprehensive,0,0.0
POL004754,0.733,61,8.6,76.0,160,8000.0,urban,diesel,third_party,0,0.0
POL004755,0.458,43,3.8,124.0,84,18100.0,suburban,electric,third_party,0,0.0
POL004756,0.567,52,3.7,126.0,129,11300.0,rural,hybrid,third_party,0,0.0
POL004757,0.486,40,4.4,97.0,126,15800.0,suburban,diesel,comprehensive,0,0.0
POL004758,0.815,70,4.1,92.0,92,16600.0,suburban,diesel,comprehensive,0,0.0
POL004759,0.824,44,3.0,57.0,185,13000.0,rural,diesel,comprehensive,0,0.0
POL004760,0.846,53,1.3,145.0,99,1000.0,rural,petrol,comprehensive,0,0.0
POL004761,0.65,65,8.8,69.0,139,15700.0,suburban,petrol,comprehensive,0,0.0
POL004762,0.443,52,0.9,93.0,97,6600.0,rural,electric,third_party,0,0.0
POL004763,0.895,82,9.7,158.0,211,21800.0,urban,petrol,comprehensive,2,952.49
POL004764,0.674,76,8.4,114.0,103,12600.0,suburban,diesel,third_party,0,0.0
POL004765,0.742,59,8.0,174.0,150,9100.0,urban,hybrid,comprehensive,0,0.0
POL004766,0.711,43,2.0,130.0,78,7700.0,urban,hybrid,comprehensive,1,574.63
POL004767,0.837,83,9.5,127.0,104,3600.0,urban,petrol,comprehensive,0,0.0
POL004768,0.589,40,3.5,111.0,99,14900.0,rural,petrol,comprehensive,0,0.0
POL004769,0.515,73,3.8,150.0,93,20200.0,suburban,petrol,comprehensive,0,0.0
POL004770,0.659,82,8.7,75.0,141,8700.0,suburban,petrol,third_party,0,0.0
POL004771,0.818,59,5.4,119.0,122,18400.0,suburban,diesel,comprehensive,0,0.0
POL004772,0.749,48,6.9,109.0,105,12700.0,suburban,petrol,third_party,0,0.0
POL004773,0.652,48,4.2,130.0,69,14700.0,suburban,petrol,third_party,0,0.0
POL004774,0.579,49,9.2,84.0,77,15600.0,rural,hybrid,comprehensive,0,0.0
POL004775,0.864,46,4.9,49.0,96,13800.0,urban,diesel,comprehensive,0,0.0
POL004776,0.775,57,15.5,100.0,150,13000.0,suburban,diesel,third_party,0,0.0
POL004777,0.786,77,8.6,53.0,62,26900.0,urban,diesel,third_party,0,0.0
POL004778,0.912,46,9.3,45.0,118,10400.0,urban,electric,comprehensive,0,0.0
POL004779,0.855,56,8.4,102.0,123,15400.0,urban,diesel,comprehensive,1,3166.33
POL004780,0.876,65,9.9,107.0,76,16400.0,rural,petrol,third_party,0,0.0
POL004781,0.493,43,7.7,45.0,92,14700.0,suburban,diesel,comprehensive,0,0.0
POL004782,0.696,50,2.6,67.0,98,13300.0,rural,petrol,comprehensive,0,0.0
POL004783,0.566,46,8.8,131.0,123,7400.0,suburban,petrol,comprehensive,0,0.0
POL004784,0.617,50,7.2,91.0,90,16500.0,suburban,diesel,comprehensive,0,0.0
POL004785,0.629,64,2.6,122.0,74,12300.0,suburban,petrol,comprehensive,0,0.0
POL004786,0.409,52,4.7,117.0,90,18400.0,urban,diesel,comprehensive,0,0.0
POL004787,0.823,50,13.6,86.0,80,11300.0,rural,electric,comprehensive,0,0.0
POL004788,0.938,72,5.6,84.0,86,17200.0,urban,diesel,comprehensive,0,0.0
POL004789,0.887,48,10.2,89.0,82,19500.0,rural,electric,comprehensive,0,0.0
POL004790,0.873,40,2.6,121.0,125,14500.0,suburban,diesel,third_party,0,0.0
POL004791,0.873,62,13.4,113.0,95,7700.0,rural,diesel,comprehensive,1,78.71
POL004792,0.789,39,4.5,54.0,81,11300.0,urban,diesel,third_party,0,0.0
POL004793,0.482,39,4.5,126.0,94,9000.0,suburban,petrol,comprehensive,0,0.0
POL004794,0.354,79,2.1,98.0,68,17900.0,rural,petrol,comprehensive,0,0.0
POL004795,0.964,48,13.5,134.0,83,11000.0,rural,electric,comprehensive,0,0.0
POL004796,0.717,49,2.9,120.0,107,22000.0,suburban,hybrid,third_party,0,0.0
POL004797,0.768,71,2.7,102.0,151,18500.0,rural,petrol,comprehensive,0,0.0
POL004798,0.661,54,7.3,115.0,164,6900.0,urban,hybrid,comprehensive,0,0.0
POL004799,0.772,42,5.4,136.0,192,5400.0,urban,electric,comprehensive,0,0.0
POL004800,0.712,80,4.5,133.0,98,14400.0,suburban,hybrid,comprehensive,0,0.0
POL004801,0.816,49,7.5,120.0,112,15900.0,rural,petrol,comprehensive,0,0.0
POL004802,0.614,52,11.1,134.0,102,7300.0,urban,petrol,comprehensive,0,0.0
POL004803,0.607,71,1.7,99.0,203,13900.0,rural,diesel,comprehensive,1,604.0
POL004804,0.562,60,1.5,142.0,106,13300.0,suburban,hybrid,third_party,1,1491.51
POL004805,0.701,50,5.1,115.0,127,15800.0,rural,petrol,third_party,0,0.0
POL004806,0.636,49,4.1,93.0,81,12200.0,urban,hybrid,third_party,0,0.0
POL004807,0.824,79,1.4,151.0,131,2900.0,suburban,electric,comprehensive,0,0.0
POL004808,0.766,52,17.4,102.0,96,7800.0,suburban,petrol,comprehensive,0,0.0
POL004809,0.895,46,3.7,45.0,71,12000.0,urban,petrol,third_party,0,0.0
POL004810,0.817,53,2.2,147.0,82,20700.0,rural,petrol,comprehensive,0,0.0
POL004811,0.605,36,3.0,59.0,94,8400.0,urban,diesel,comprehensive,0,0.0
POL004812,0.739,62,3.2,107.0,127,10400.0,suburban,petrol,third_party,0,0.0
POL004813,0.624,61,0.7,90.0,230,15700.0,suburban,hybrid,comprehensive,0,0.0
POL004814,0.544,45,10.7,87.0,92,6600.0,suburban,petrol,comprehensive,0,0.0
POL004815,0.687,46,6.9,145.0,95,13500.0,urban,petrol,comprehensive,0,0.0
POL004816,0.867,74,4.4,51.0,75,10200.0,rural,petrol,third_party,0,0.0
POL004817,0.83,47,16.0,80.0,110,14700.0,urban,petrol,third_party,0,0.0
POL004818,0.963,52,7.5,126.0,94,15300.0,rural,petrol,comprehensive,0,0.0
POL004819,0.679,41,18.8,133.0,85,16000.0,urban,diesel,third_party,0,0.0
POL004820,0.861,61,7.3,192.0,80,9300.0,suburban,diesel,third_party,0,0.0
POL004821,0.492,78,6.9,136.0,108,11600.0,suburban,diesel,comprehensive,1,2055.47
POL004822,0.794,68,9.9,84.0,137,12200.0,urban,hybrid,third_party,0,0.0
POL004823,0.684,75,1.7,104.0,136,17000.0,rural,hybrid,third_party,0,0.0
POL004824,0.627,62,7.7,138.0,84,11200.0,urban,diesel,comprehensive,0,0.0
POL004825,0.786,78,3.5,84.0,140,19600.0,suburban,diesel,comprehensive,0,0.0
POL004826,0.602,63,4.4,63.0,94,9200.0,urban,hybrid,third_party,0,0.0
POL004827,0.679,44,11.4,142.0,81,13600.0,rural,diesel,comprehensive,0,0.0
POL004828,0.926,59,7.3,132.0,78,3700.0,suburban,electric,comprehensive,0,0.0
POL004829,0.71,63,5.5,45.0,182,10800.0,rural,diesel,comprehensive,0,0.0
POL004830,0.813,45,0.9,111.0,195,13100.0,rural,petrol,third_party,0,0.0
POL004831,0.617,64,5.0,145.0,63,9800.0,rural,petrol,comprehensive,0,0.0
POL004832,0.861,62,1.3,129.0,104,8700.0,rural,diesel,comprehensive,1,42.65
POL004833,0.865,59,13.6,167.0,109,8400.0,urban,petrol,comprehensive,1,2170.96
POL004834,0.74,53,8.7,113.0,83,10200.0,urban,diesel,comprehensive,0,0.0
POL004835,0.776,45,11.2,45.0,106,16300.0,suburban,hybrid,comprehensive,0,0.0
POL004836,0.886,51,2.5,131.0,99,7200.0,suburban,hybrid,third_party,0,0.0
POL004837,0.728,61,3.6,108.0,70,10900.0,rural,diesel,comprehensive,0,0.0
POL004838,0.321,51,4.4,96.0,73,16900.0,urban,petrol,comprehensive,0,0.0
POL004839,0.882,64,0.9,117.0,87,12600.0,rural,diesel,comprehensive,0,0.0
POL004840,0.655,58,7.0,129.0,125,12300.0,rural,petrol,third_party,0,0.0
POL004841,0.672,75,2.4,149.0,117,7500.0,suburban,hybrid,comprehensive,0,0.0
POL004842,0.647,50,6.2,132.0,83,14400.0,urban,hybrid,comprehensive,0,0.0
POL004843,0.604,66,4.0,99.0,133,10200.0,suburban,diesel,third_party,0,0.0
POL004844,0.422,76,8.4,95.0,82,17700.0,urban,hybrid,third_party,0,0.0
POL004845,0.723,72,1.5,50.0,104,18300.0,urban,diesel,comprehensive,0,0.0
POL004846,0.612,55,2.0,149.0,100,13900.0,suburban,petrol,comprehensive,1,740.7
POL004847,0.667,68,2.4,150.0,148,7000.0,rural,petrol,comprehensive,0,0.0
POL004848,0.765,52,7.3,160.0,74,15600.0,urban,hybrid,third_party,0,0.0
POL004849,0.883,48,6.4,180.0,198,6000.0,suburban,petrol,third_party,2,1020.79
POL004850,0.93,39,4.4,112.0,89,27300.0,rural,petrol,comprehensive,0,0.0
POL004851,0.585,70,2.9,84.0,98,17600.0,urban,petrol,comprehensive,0,0.0
POL004852,0.602,69,5.4,124.0,80,15400.0,urban,diesel,third_party,0,0.0
POL004853,0.77,58,11.3,147.0,101,10900.0,suburban,diesel,comprehensive,0,0.0
POL004854,0.872,44,12.9,128.0,105,1000.0,urban,hybrid,third_party,0,0.0
POL004855,0.901,63,6.3,155.0,90,15600.0,urban,hybrid,third_party,0,0.0
POL004856,0.594,51,2.5,98.0,118,12100.0,urban,diesel,third_party,0,0.0
POL004857,0.598,81,4.4,113.0,89,16600.0,suburban,petrol,third_party,0,0.0
POL004858,0.632,86,8.7,137.0,82,8600.0,urban,petrol,third_party,0,0.0
POL004859,0.792,32,2.2,60.0,53,17600.0,rural,petrol,comprehensive,0,0.0
POL004860,0.362,52,6.7,94.0,114,21200.0,suburban,petrol,third_party,0,0.0
POL004861,0.632,46,3.6,160.0,104,3800.0,rural,hybrid,comprehensive,0,0.0
POL004862,0.895,52,2.0,156.0,84,12800.0,rural,diesel,comprehensive,0,0.0
POL004863,0.822,54,2.9,201.0,111,17200.0,urban,diesel,third_party,1,651.81
POL004864,0.624,51,9.4,89.0,102,10400.0,suburban,petrol,third_party,0,0.0
POL004865,0.644,56,6.3,76.0,110,9900.0,rural,petrol,comprehensive,0,0.0
POL004866,0.97,40,9.4,75.0,71,10100.0,rural,hybrid,comprehensive,0,0.0
POL004867,0.427,45,4.9,111.0,101,11700.0,urban,petrol,comprehensive,0,0.0
POL004868,0.627,52,5.9,89.0,108,9800.0,urban,hybrid,comprehensive,0,0.0
POL004869,0.961,51,8.1,89.0,82,15100.0,urban,diesel,comprehensive,0,0.0
POL004870,0.771,63,8.5,185.0,83,2100.0,rural,hybrid,third_party,0,0.0
POL004871,0.708,33,8.8,114.0,166,10700.0,suburban,diesel,comprehensive,0,0.0
POL004872,0.707,43,14.5,151.0,107,15200.0,rural,petrol,comprehensive,0,0.0
POL004873,0.819,50,15.1,113.0,93,9200.0,urban,petrol,comprehensive,0,0.0
POL004874,0.646,55,6.5,129.0,133,14100.0,suburban,petrol,comprehensive,0,0.0
POL004875,0.539,41,5.8,98.0,101,17100.0,urban,hybrid,comprehensive,1,193.93
POL004876,0.882,82,1.9,99.0,61,11700.0,urban,petrol,third_party,0,0.0
POL004877,0.895,45,2.3,109.0,114,8300.0,urban,hybrid,comprehensive,0,0.0
POL004878,0.42,72,6.9,153.0,230,13000.0,rural,diesel,comprehensive,1,2425.95
POL004879,0.495,37,3.2,111.0,143,9400.0,suburban,petrol,comprehensive,0,0.0
POL004880,0.574,51,2.3,140.0,98,3100.0,urban,petrol,comprehensive,0,0.0
POL004881,0.344,77,1.7,153.0,71,14500.0,rural,hybrid,third_party,0,0.0
POL004882,0.726,43,3.4,64.0,115,15500.0,suburban,diesel,comprehensive,0,0.0
POL004883,0.821,92,17.7,90.0,114,12800.0,suburban,diesel,comprehensive,0,0.0
POL004884,0.75,91,8.3,127.0,85,10400.0,rural,petrol,third_party,0,0.0
POL004885,0.839,49,8.8,118.0,153,5500.0,urban,petrol,third_party,0,0.0
POL004886,0.895,43,2.0,65.0,153,11900.0,suburban,hybrid,comprehensive,0,0.0
POL004887,0.614,58,5.7,203.0,125,5900.0,urban,hybrid,comprehensive,0,0.0
POL004888,0.372,57,3.5,47.0,131,15500.0,rural,hybrid,comprehensive,0,0.0
POL004889,0.71,59,1.4,84.0,82,9600.0,urban,petrol,third_party,0,0.0
POL004890,0.792,55,8.5,82.0,125,17700.0,urban,petrol,comprehensive,0,0.0
POL004891,0.583,72,6.8,157.0,113,15900.0,urban,petrol,comprehensive,0,0.0
POL004892,0.734,52,3.6,82.0,110,14300.0,suburban,diesel,comprehensive,0,0.0
POL004893,0.622,57,6.1,102.0,230,11000.0,suburban,electric,comprehensive,0,0.0
POL004894,0.83,57,4.1,104.0,104,29200.0,urban,petrol,third_party,1,323.2
POL004895,0.489,86,4.8,136.0,154,10000.0,rural,petrol,comprehensive,0,0.0
POL004896,0.94,58,6.2,107.0,78,9100.0,suburban,electric,comprehensive,0,0.0
POL004897,0.575,71,3.7,91.0,146,18800.0,suburban,hybrid,comprehensive,2,3649.23
POL004898,0.669,47,8.2,127.0,88,6700.0,suburban,diesel,third_party,0,0.0
POL004899,0.699,49,7.0,110.0,105,7300.0,urban,electric,comprehensive,0,0.0
POL004900,0.592,57,11.8,97.0,72,17700.0,rural,petrol,comprehensive,0,0.0
POL004901,0.774,55,7.0,82.0,77,15200.0,urban,diesel,comprehensive,0,0.0
POL004902,0.734,42,1.6,152.0,230,6100.0,urban,petrol,third_party,0,0.0
POL004903,0.669,76,2.3,78.0,130,8400.0,suburban,petrol,comprehensive,0,0.0
POL004904,0.967,66,16.4,121.0,79,19100.0,suburban,petrol,comprehensive,0,0.0
POL004905,0.312,67,14.2,98.0,139,11400.0,urban,hybrid,third_party,0,0.0
POL004906,0.867,52,8.9,132.0,85,9500.0,urban,petrol,comprehensive,0,0.0
POL004907,0.859,53,5.6,131.0,92,13800.0,urban,diesel,third_party,0,0.0
POL004908,0.71,72,6.1,144.0,193,22100.0,suburban,petrol,third_party,0,0.0
POL004909,0.321,59,12.1,136.0,201,17900.0,urban,hybrid,comprehensive,0,0.0
POL004910,0.556,52,8.3,45.0,106,3700.0,urban,petrol,comprehensive,0,0.0
POL004911,0.803,63,6.6,105.0,102,25100.0,suburban,petrol,comprehensive,0,0.0
POL004912,0.698,68,7.4,188.0,69,8400.0,suburban,petrol,third_party,1,550.08
POL004913,0.767,33,12.1,136.0,65,11300.0,suburban,petrol,comprehensive,0,0.0
POL004914,0.446,54,8.6,45.0,112,15800.0,urban,petrol,comprehensive,0,0.0
POL004915,0.475,92,7.9,109.0,60,11600.0,rural,hybrid,third_party,0,0.0
POL004916,0.884,36,6.5,94.0,93,12500.0,suburban,petrol,comprehensive,0,0.0
POL004917,0.63,43,8.1,89.0,103,16900.0,urban,petrol,comprehensive,0,0.0
POL004918,0.843,40,4.4,139.0,195,9400.0,suburban,hybrid,third_party,0,0.0
POL004919,0.332,57,1.2,127.0,120,5200.0,urban,hybrid,comprehensive,0,0.0
POL004920,0.538,39,4.4,61.0,156,6500.0,rural,hybrid,comprehensive,0,0.0
POL004921,0.631,59,5.2,130.0,117,16500.0,suburban,petrol,third_party,0,0.0
